comparison,checkpoint,site,pairs,records,mean_delta,ci95_low,ci95_high,bootstrap_samples,seed
vision_vs_paired_counterfactual_image,step-001500,layer_04_image_mean,200,400,0.745,0.695,0.795,2000,20261898
vision_vs_shuffled_image,step-001500,layer_04_image_mean,200,400,0.54,0.49,0.5875,2000,20261899
vision_vs_patch_permutation,step-001500,layer_04_image_mean,200,400,0.0,0.0,0.0,2000,20261900
vision_vs_random_label_probe,step-001500,layer_05_assistant,200,400,-0.0525,-0.105,-0.0025,2000,20261817
vision_vs_paired_counterfactual_image,step-001500,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20261908
vision_vs_shuffled_image,step-001500,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20261909
vision_vs_patch_permutation,step-001500,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20261910
vision_vs_random_label_probe,step-001500,layer_05_image_mean,200,400,0.295,0.255,0.3375,2000,20261818
vision_vs_paired_counterfactual_image,step-001500,layer_05_image_mean,200,400,0.745,0.6975,0.79,2000,20261918
vision_vs_shuffled_image,step-001500,layer_05_image_mean,200,400,0.54,0.49,0.5875,2000,20261919
vision_vs_patch_permutation,step-001500,layer_05_image_mean,200,400,0.0,0.0,0.0,2000,20261920
vision_vs_random_label_probe,step-001500,layer_06_assistant,200,400,0.075,0.017437500000000005,0.1375,2000,20261819
vision_vs_paired_counterfactual_image,step-001500,layer_06_assistant,200,400,0.1575,0.1175,0.2,2000,20261928
vision_vs_shuffled_image,step-001500,layer_06_assistant,200,400,0.1275,0.0925,0.1625,2000,20261929
vision_vs_patch_permutation,step-001500,layer_06_assistant,200,400,-0.18,-0.2225,-0.1375,2000,20261930
vision_vs_random_label_probe,step-001500,layer_06_image_mean,200,400,0.295,0.2575,0.3375,2000,20261820
vision_vs_paired_counterfactual_image,step-001500,layer_06_image_mean,200,400,0.745,0.6925,0.7925,2000,20261938
vision_vs_shuffled_image,step-001500,layer_06_image_mean,200,400,0.54,0.4925,0.595,2000,20261939
vision_vs_patch_permutation,step-001500,layer_06_image_mean,200,400,0.0,0.0,0.0,2000,20261940
vision_vs_random_label_probe,step-001500,layer_07_assistant,200,400,0.2375,0.2025,0.2725,2000,20261821
vision_vs_paired_counterfactual_image,step-001500,layer_07_assistant,200,400,0.2975,0.25,0.3475,2000,20261948
vision_vs_shuffled_image,step-001500,layer_07_assistant,200,400,0.23,0.1949375,0.27,2000,20261949
vision_vs_patch_permutation,step-001500,layer_07_assistant,200,400,-0.05,-0.0975,0.0,2000,20261950
vision_vs_random_label_probe,step-001500,layer_07_image_mean,200,400,0.3625,0.3224375,0.4075,2000,20261822
vision_vs_paired_counterfactual_image,step-001500,layer_07_image_mean,200,400,0.745,0.6975,0.7925,2000,20261958
vision_vs_shuffled_image,step-001500,layer_07_image_mean,200,400,0.54,0.4925,0.5875,2000,20261959
vision_vs_patch_permutation,step-001500,layer_07_image_mean,200,400,0.0,0.0,0.0,2000,20261960
vision_vs_random_label_probe,step-001500,layer_08_assistant,200,400,0.2325,0.1975,0.2675,2000,20261823
vision_vs_paired_counterfactual_image,step-001500,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20261968
vision_vs_shuffled_image,step-001500,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20261969
vision_vs_patch_permutation,step-001500,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20261970
vision_vs_random_label_probe,step-001500,layer_08_image_mean,200,400,0.295,0.255,0.3375,2000,20261824
vision_vs_paired_counterfactual_image,step-001500,layer_08_image_mean,200,400,0.745,0.6925,0.7925,2000,20261978
vision_vs_shuffled_image,step-001500,layer_08_image_mean,200,400,0.54,0.49,0.5875,2000,20261979
vision_vs_patch_permutation,step-001500,layer_08_image_mean,200,400,0.0,0.0,0.0,2000,20261980
vision_vs_random_label_probe,step-001500,layer_09_assistant,200,400,0.36,0.3199375,0.4,2000,20261825
vision_vs_paired_counterfactual_image,step-001500,layer_09_assistant,200,400,0.175,0.135,0.2175,2000,20261988
vision_vs_shuffled_image,step-001500,layer_09_assistant,200,400,0.1225,0.085,0.1625,2000,20261989
vision_vs_patch_permutation,step-001500,layer_09_assistant,200,400,0.0725,0.0225,0.12,2000,20261990
vision_vs_random_label_probe,step-001500,layer_09_image_mean,200,400,0.3625,0.32,0.4025,2000,20261826
vision_vs_paired_counterfactual_image,step-001500,layer_09_image_mean,200,400,0.745,0.6975,0.7925,2000,20261998
vision_vs_shuffled_image,step-001500,layer_09_image_mean,200,400,0.54,0.49,0.59,2000,20261999
vision_vs_patch_permutation,step-001500,layer_09_image_mean,200,400,0.0,0.0,0.0,2000,20262000
vision_vs_random_label_probe,step-001500,layer_10_assistant,200,400,-0.0775,-0.1325,-0.0225,2000,20261827
vision_vs_paired_counterfactual_image,step-001500,layer_10_assistant,200,400,0.0,0.0,0.0,2000,20262008
vision_vs_shuffled_image,step-001500,layer_10_assistant,200,400,0.0,0.0,0.0,2000,20262009
vision_vs_patch_permutation,step-001500,layer_10_assistant,200,400,-0.0025,-0.0075,0.0,2000,20262010
vision_vs_random_label_probe,step-001500,layer_10_image_mean,200,400,0.455,0.4025,0.5075,2000,20261828
vision_vs_paired_counterfactual_image,step-001500,layer_10_image_mean,200,400,0.745,0.695,0.795,2000,20262018
vision_vs_shuffled_image,step-001500,layer_10_image_mean,200,400,0.54,0.495,0.59,2000,20262019
vision_vs_patch_permutation,step-001500,layer_10_image_mean,200,400,-0.0025,-0.0125,0.005,2000,20262020
vision_vs_random_label_probe,step-001500,layer_11_assistant,200,400,0.2975,0.2325,0.3600624999999996,2000,20261829
vision_vs_paired_counterfactual_image,step-001500,layer_11_assistant,200,400,0.335,0.285,0.3875,2000,20262028
vision_vs_shuffled_image,step-001500,layer_11_assistant,200,400,0.27,0.2275,0.31,2000,20262029
vision_vs_patch_permutation,step-001500,layer_11_assistant,200,400,0.06,0.04,0.0825,2000,20262030
vision_vs_random_label_probe,step-001500,layer_11_image_mean,200,400,0.37,0.325,0.415,2000,20261830
vision_vs_paired_counterfactual_image,step-001500,layer_11_image_mean,200,400,0.83,0.785,0.8725,2000,20262038
vision_vs_shuffled_image,step-001500,layer_11_image_mean,200,400,0.615,0.565,0.665,2000,20262039
vision_vs_patch_permutation,step-001500,layer_11_image_mean,200,400,0.0125,0.0025,0.025,2000,20262040
vision_vs_random_label_probe,step-001500,layer_12_assistant,200,400,0.5575,0.5125,0.605,2000,20261831
vision_vs_paired_counterfactual_image,step-001500,layer_12_assistant,200,400,0.715,0.665,0.7625,2000,20262048
vision_vs_shuffled_image,step-001500,layer_12_assistant,200,400,0.56,0.5075,0.61,2000,20262049
vision_vs_patch_permutation,step-001500,layer_12_assistant,200,400,0.3425,0.285,0.3975,2000,20262050
vision_vs_random_label_probe,step-001500,layer_12_image_mean,200,400,0.425,0.375,0.4725,2000,20261832
vision_vs_paired_counterfactual_image,step-001500,layer_12_image_mean,200,400,0.83,0.785,0.87,2000,20262058
vision_vs_shuffled_image,step-001500,layer_12_image_mean,200,400,0.615,0.565,0.6625,2000,20262059
vision_vs_patch_permutation,step-001500,layer_12_image_mean,200,400,0.0525,0.0325,0.075,2000,20262060
vision_vs_random_label_probe,step-001500,layer_13_assistant,200,400,0.1425,0.09493750000000001,0.1925,2000,20261833
vision_vs_paired_counterfactual_image,step-001500,layer_13_assistant,200,400,0.6075,0.555,0.6575,2000,20262068
vision_vs_shuffled_image,step-001500,layer_13_assistant,200,400,0.5025,0.4575,0.545,2000,20262069
vision_vs_patch_permutation,step-001500,layer_13_assistant,200,400,0.45,0.4075,0.495,2000,20262070
vision_vs_random_label_probe,step-001500,layer_13_image_mean,200,400,0.3575,0.315,0.4,2000,20261834
vision_vs_paired_counterfactual_image,step-001500,layer_13_image_mean,200,400,0.83,0.7875,0.8725,2000,20262078
vision_vs_shuffled_image,step-001500,layer_13_image_mean,200,400,0.615,0.565,0.6625,2000,20262079
vision_vs_patch_permutation,step-001500,layer_13_image_mean,200,400,0.075,0.04,0.1125,2000,20262080
vision_vs_random_label_probe,step-001500,layer_14_assistant,200,400,-0.08,-0.1425,-0.02,2000,20261835
vision_vs_paired_counterfactual_image,step-001500,layer_14_assistant,200,400,0.0,0.0,0.0,2000,20262088
vision_vs_shuffled_image,step-001500,layer_14_assistant,200,400,0.0,0.0,0.0,2000,20262089
vision_vs_patch_permutation,step-001500,layer_14_assistant,200,400,0.0,0.0,0.0,2000,20262090
vision_vs_random_label_probe,step-001500,layer_14_image_mean,200,400,0.425,0.3775,0.4725,2000,20261836
vision_vs_paired_counterfactual_image,step-001500,layer_14_image_mean,200,400,0.83,0.785,0.8725,2000,20262098
vision_vs_shuffled_image,step-001500,layer_14_image_mean,200,400,0.615,0.565,0.6625624999999996,2000,20262099
vision_vs_patch_permutation,step-001500,layer_14_image_mean,200,400,0.035,0.005,0.065,2000,20262100
vision_vs_random_label_probe,step-001500,layer_15_assistant,200,400,-0.0525,-0.1025,0.0,2000,20261837
vision_vs_paired_counterfactual_image,step-001500,layer_15_assistant,200,400,0.0,0.0,0.0,2000,20262108
vision_vs_shuffled_image,step-001500,layer_15_assistant,200,400,0.0,0.0,0.0,2000,20262109
vision_vs_patch_permutation,step-001500,layer_15_assistant,200,400,-0.03,-0.05,-0.01,2000,20262110
vision_vs_random_label_probe,step-001500,layer_15_image_mean,200,400,0.3575,0.3125,0.4,2000,20261838
vision_vs_paired_counterfactual_image,step-001500,layer_15_image_mean,200,400,0.83,0.785,0.8725,2000,20262118
vision_vs_shuffled_image,step-001500,layer_15_image_mean,200,400,0.615,0.565,0.6625,2000,20262119
vision_vs_patch_permutation,step-001500,layer_15_image_mean,200,400,0.0375,0.0025,0.0725,2000,20262120
vision_vs_random_label_probe,step-001500,layer_16_assistant,200,400,-0.005,-0.065,0.055,2000,20261839
vision_vs_paired_counterfactual_image,step-001500,layer_16_assistant,200,400,0.0,0.0,0.0,2000,20262128
vision_vs_shuffled_image,step-001500,layer_16_assistant,200,400,0.0,0.0,0.0,2000,20262129
vision_vs_patch_permutation,step-001500,layer_16_assistant,200,400,-0.0125,-0.04,0.015,2000,20262130
vision_vs_random_label_probe,step-001500,layer_16_image_mean,200,400,0.505,0.46,0.55,2000,20261840
vision_vs_paired_counterfactual_image,step-001500,layer_16_image_mean,200,400,0.83,0.7875,0.8725,2000,20262138
vision_vs_shuffled_image,step-001500,layer_16_image_mean,200,400,0.615,0.565,0.6625624999999996,2000,20262139
vision_vs_patch_permutation,step-001500,layer_16_image_mean,200,400,0.0725,0.0375,0.1075,2000,20262140
vision_vs_random_label_probe,step-001500,layer_17_assistant,200,400,-0.0525,-0.11,0.0025,2000,20261841
vision_vs_paired_counterfactual_image,step-001500,layer_17_assistant,200,400,0.0,0.0,0.0,2000,20262148
vision_vs_shuffled_image,step-001500,layer_17_assistant,200,400,0.0,0.0,0.0,2000,20262149
vision_vs_patch_permutation,step-001500,layer_17_assistant,200,400,-0.0525,-0.1,-0.0075,2000,20262150
vision_vs_random_label_probe,step-001500,layer_17_image_mean,200,400,0.3575,0.3174375,0.4025,2000,20261842
vision_vs_paired_counterfactual_image,step-001500,layer_17_image_mean,200,400,0.83,0.785,0.8725,2000,20262158
vision_vs_shuffled_image,step-001500,layer_17_image_mean,200,400,0.615,0.565,0.6625,2000,20262159
vision_vs_patch_permutation,step-001500,layer_17_image_mean,200,400,0.05,0.015,0.0875,2000,20262160
vision_vs_random_label_probe,step-001500,layer_18_assistant,200,400,-0.0525,-0.105,0.0,2000,20261843
vision_vs_paired_counterfactual_image,step-001500,layer_18_assistant,200,400,0.0,0.0,0.0,2000,20262168
vision_vs_shuffled_image,step-001500,layer_18_assistant,200,400,0.0,0.0,0.0,2000,20262169
vision_vs_patch_permutation,step-001500,layer_18_assistant,200,400,-0.055,-0.09006249999999999,-0.0225,2000,20262170
vision_vs_random_label_probe,step-001500,layer_18_image_mean,200,400,0.3575,0.315,0.4,2000,20261844
vision_vs_paired_counterfactual_image,step-001500,layer_18_image_mean,200,400,0.83,0.785,0.8725,2000,20262178
vision_vs_shuffled_image,step-001500,layer_18_image_mean,200,400,0.615,0.5625,0.665,2000,20262179
vision_vs_patch_permutation,step-001500,layer_18_image_mean,200,400,0.0475,0.0125,0.0825,2000,20262180
vision_vs_random_label_probe,step-001500,layer_19_assistant,200,400,-0.0525,-0.1075,0.0,2000,20261845
vision_vs_paired_counterfactual_image,step-001500,layer_19_assistant,200,400,0.0,0.0,0.0,2000,20262188
vision_vs_shuffled_image,step-001500,layer_19_assistant,200,400,0.0,0.0,0.0,2000,20262189
vision_vs_patch_permutation,step-001500,layer_19_assistant,200,400,0.0,0.0,0.0,2000,20262190
vision_vs_random_label_probe,step-001500,layer_19_image_mean,200,400,0.3575,0.3175,0.4,2000,20261846
vision_vs_paired_counterfactual_image,step-001500,layer_19_image_mean,200,400,0.83,0.7825,0.8725,2000,20262198
vision_vs_shuffled_image,step-001500,layer_19_image_mean,200,400,0.615,0.5699375,0.6675,2000,20262199
vision_vs_patch_permutation,step-001500,layer_19_image_mean,200,400,0.0675,0.0325,0.105,2000,20262200
vision_vs_random_label_probe,step-001500,layer_20_assistant,200,400,-0.0525,-0.1075,0.0025,2000,20261847
vision_vs_paired_counterfactual_image,step-001500,layer_20_assistant,200,400,0.0,0.0,0.0,2000,20262208
vision_vs_shuffled_image,step-001500,layer_20_assistant,200,400,0.0,0.0,0.0,2000,20262209
vision_vs_patch_permutation,step-001500,layer_20_assistant,200,400,0.0,0.0,0.0,2000,20262210
vision_vs_random_label_probe,step-001500,layer_20_image_mean,200,400,0.58,0.5375,0.6225,2000,20261848
vision_vs_paired_counterfactual_image,step-001500,layer_20_image_mean,200,400,0.83,0.785,0.87,2000,20262218
vision_vs_shuffled_image,step-001500,layer_20_image_mean,200,400,0.615,0.5674375,0.665,2000,20262219
vision_vs_patch_permutation,step-001500,layer_20_image_mean,200,400,0.0625,0.025,0.1,2000,20262220
vision_vs_random_label_probe,step-001500,layer_21_assistant,200,400,-0.0525,-0.1075,0.0025,2000,20261849
vision_vs_paired_counterfactual_image,step-001500,layer_21_assistant,200,400,0.0,0.0,0.0,2000,20262228
vision_vs_shuffled_image,step-001500,layer_21_assistant,200,400,0.0,0.0,0.0,2000,20262229
vision_vs_patch_permutation,step-001500,layer_21_assistant,200,400,0.0,0.0,0.0,2000,20262230
vision_vs_random_label_probe,step-001500,layer_21_image_mean,200,400,0.3575,0.3149375,0.4,2000,20261850
vision_vs_paired_counterfactual_image,step-001500,layer_21_image_mean,200,400,0.83,0.7875,0.8725,2000,20262238
vision_vs_shuffled_image,step-001500,layer_21_image_mean,200,400,0.615,0.565,0.6675,2000,20262239
vision_vs_patch_permutation,step-001500,layer_21_image_mean,200,400,0.0275,-0.0075,0.0625,2000,20262240
vision_vs_random_label_probe,step-001500,layer_22_assistant,200,400,-0.0525,-0.1075,0.0025,2000,20261851
vision_vs_paired_counterfactual_image,step-001500,layer_22_assistant,200,400,0.0,0.0,0.0,2000,20262248
vision_vs_shuffled_image,step-001500,layer_22_assistant,200,400,0.0,0.0,0.0,2000,20262249
vision_vs_patch_permutation,step-001500,layer_22_assistant,200,400,0.0,0.0,0.0,2000,20262250
vision_vs_random_label_probe,step-001500,layer_22_image_mean,200,400,0.3575,0.315,0.4,2000,20261852
vision_vs_paired_counterfactual_image,step-001500,layer_22_image_mean,200,400,0.83,0.7875,0.8725,2000,20262258
vision_vs_shuffled_image,step-001500,layer_22_image_mean,200,400,0.615,0.565,0.665,2000,20262259
vision_vs_patch_permutation,step-001500,layer_22_image_mean,200,400,0.08,0.0425,0.1175,2000,20262260
vision_vs_random_label_probe,step-001500,layer_23_assistant,200,400,-0.0525,-0.105,0.0025,2000,20261853
vision_vs_paired_counterfactual_image,step-001500,layer_23_assistant,200,400,0.0,0.0,0.0,2000,20262268
vision_vs_shuffled_image,step-001500,layer_23_assistant,200,400,0.0,0.0,0.0,2000,20262269
vision_vs_patch_permutation,step-001500,layer_23_assistant,200,400,0.0,0.0,0.0,2000,20262270
vision_vs_random_label_probe,step-001500,layer_23_image_mean,200,400,0.5075,0.4575,0.555,2000,20261854
vision_vs_paired_counterfactual_image,step-001500,layer_23_image_mean,200,400,0.83,0.7874375,0.8725,2000,20262278
vision_vs_shuffled_image,step-001500,layer_23_image_mean,200,400,0.615,0.565,0.665,2000,20262279
vision_vs_patch_permutation,step-001500,layer_23_image_mean,200,400,0.075,0.0425,0.1075,2000,20262280
vision_vs_random_label_probe,step-001500,layer_24_assistant,200,400,-0.0525,-0.1075,0.0025,2000,20261855
vision_vs_paired_counterfactual_image,step-001500,layer_24_assistant,200,400,0.0,0.0,0.0,2000,20262288
vision_vs_shuffled_image,step-001500,layer_24_assistant,200,400,0.0,0.0,0.0,2000,20262289
vision_vs_patch_permutation,step-001500,layer_24_assistant,200,400,0.0,0.0,0.0,2000,20262290
vision_vs_random_label_probe,step-001500,layer_24_image_mean,200,400,0.47,0.41243749999999996,0.5275,2000,20261856
vision_vs_paired_counterfactual_image,step-001500,layer_24_image_mean,200,400,0.805,0.7575,0.8525,2000,20262298
vision_vs_shuffled_image,step-001500,layer_24_image_mean,200,400,0.6225,0.575,0.6725,2000,20262299
vision_vs_patch_permutation,step-001500,layer_24_image_mean,200,400,0.0675,0.045,0.0925,2000,20262300
vision_vs_random_label_probe,step-001500,projector_center_mean,200,400,0.4825,0.445,0.5225,2000,20261857
vision_vs_paired_counterfactual_image,step-001500,projector_center_mean,200,400,0.9075,0.8724375000000001,0.94,2000,20262308
vision_vs_shuffled_image,step-001500,projector_center_mean,200,400,0.71,0.6625,0.7550624999999996,2000,20262309
vision_vs_patch_permutation,step-001500,projector_center_mean,200,400,0.59,0.535,0.6425,2000,20262310
vision_vs_random_label_probe,step-001500,projector_global_mean,200,400,0.4375,0.3925,0.4825,2000,20261858
vision_vs_paired_counterfactual_image,step-001500,projector_global_mean,200,400,0.745,0.695,0.79,2000,20262318
vision_vs_shuffled_image,step-001500,projector_global_mean,200,400,0.54,0.49,0.59,2000,20262319
vision_vs_patch_permutation,step-001500,projector_global_mean,200,400,0.0,0.0,0.0,2000,20262320
vision_vs_random_label_probe,step-001500,projector_spatial_2x2,200,400,0.5975,0.5599375000000001,0.635,2000,20261859
vision_vs_paired_counterfactual_image,step-001500,projector_spatial_2x2,200,400,1.0,1.0,1.0,2000,20262328
vision_vs_shuffled_image,step-001500,projector_spatial_2x2,200,400,0.7625,0.7225,0.8025,2000,20262329
vision_vs_patch_permutation,step-001500,projector_spatial_2x2,200,400,0.6675,0.6249375,0.7100624999999996,2000,20262330
vision_vs_random_label_probe,step-001500,tower_center_mean,200,400,0.68,0.64,0.72,2000,20261860
vision_vs_paired_counterfactual_image,step-001500,tower_center_mean,200,400,1.0,1.0,1.0,2000,20262338
vision_vs_shuffled_image,step-001500,tower_center_mean,200,400,0.7625,0.7225,0.8025,2000,20262339
vision_vs_patch_permutation,step-001500,tower_center_mean,200,400,0.1125,0.0825,0.145,2000,20262340
vision_vs_random_label_probe,step-001500,tower_global_mean,200,400,0.7,0.6575,0.7375,2000,20261861
vision_vs_paired_counterfactual_image,step-001500,tower_global_mean,200,400,1.0,1.0,1.0,2000,20262348
vision_vs_shuffled_image,step-001500,tower_global_mean,200,400,0.7625,0.72,0.8025,2000,20262349
vision_vs_patch_permutation,step-001500,tower_global_mean,200,400,0.0,0.0,0.0,2000,20262350
vision_vs_random_label_probe,step-001500,tower_spatial_2x2,200,400,0.7,0.66,0.74,2000,20261862
vision_vs_paired_counterfactual_image,step-001500,tower_spatial_2x2,200,400,1.0,1.0,1.0,2000,20262358
vision_vs_shuffled_image,step-001500,tower_spatial_2x2,200,400,0.7625,0.7225,0.8025,2000,20262359
vision_vs_patch_permutation,step-001500,tower_spatial_2x2,200,400,0.04,0.0225,0.06,2000,20262360
vision_vs_random_label_probe,step-002000,layer_00_assistant,200,400,0.0,0.0,0.0,2000,20262807
vision_vs_paired_counterfactual_image,step-002000,layer_00_assistant,200,400,0.0,0.0,0.0,2000,20262808
vision_vs_shuffled_image,step-002000,layer_00_assistant,200,400,0.0,0.0,0.0,2000,20262809
vision_vs_patch_permutation,step-002000,layer_00_assistant,200,400,0.0,0.0,0.0,2000,20262810
vision_vs_random_label_probe,step-002000,layer_00_image_mean,200,400,0.7,0.6625,0.74,2000,20262808
vision_vs_paired_counterfactual_image,step-002000,layer_00_image_mean,200,400,0.915,0.88,0.945,2000,20262818
vision_vs_shuffled_image,step-002000,layer_00_image_mean,200,400,0.6925,0.6475,0.735,2000,20262819
vision_vs_patch_permutation,step-002000,layer_00_image_mean,200,400,0.0,0.0,0.0,2000,20262820
vision_vs_random_label_probe,step-002000,layer_01_assistant,200,400,0.0,0.0,0.0,2000,20262809
vision_vs_paired_counterfactual_image,step-002000,layer_01_assistant,200,400,0.0,0.0,0.0,2000,20262828
vision_vs_shuffled_image,step-002000,layer_01_assistant,200,400,0.0,0.0,0.0,2000,20262829
vision_vs_patch_permutation,step-002000,layer_01_assistant,200,400,-0.06,-0.105,-0.0125,2000,20262830
vision_vs_random_label_probe,step-002000,layer_01_image_mean,200,400,0.7,0.66,0.74,2000,20262810
vision_vs_paired_counterfactual_image,step-002000,layer_01_image_mean,200,400,0.915,0.8825,0.9475,2000,20262838
vision_vs_shuffled_image,step-002000,layer_01_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262839
vision_vs_patch_permutation,step-002000,layer_01_image_mean,200,400,0.0,0.0,0.0,2000,20262840
vision_vs_random_label_probe,step-002000,layer_02_assistant,200,400,-0.0125,-0.07,0.045,2000,20262811
vision_vs_paired_counterfactual_image,step-002000,layer_02_assistant,200,400,0.0,0.0,0.0,2000,20262848
vision_vs_shuffled_image,step-002000,layer_02_assistant,200,400,0.0,0.0,0.0,2000,20262849
vision_vs_patch_permutation,step-002000,layer_02_assistant,200,400,-0.11,-0.14,-0.0825,2000,20262850
vision_vs_random_label_probe,step-002000,layer_02_image_mean,200,400,0.7,0.6625,0.7375,2000,20262812
vision_vs_paired_counterfactual_image,step-002000,layer_02_image_mean,200,400,0.915,0.88,0.945,2000,20262858
vision_vs_shuffled_image,step-002000,layer_02_image_mean,200,400,0.6925,0.645,0.7375,2000,20262859
vision_vs_patch_permutation,step-002000,layer_02_image_mean,200,400,0.0,0.0,0.0,2000,20262860
vision_vs_random_label_probe,step-002000,layer_03_assistant,200,400,-0.0125,-0.07,0.0475,2000,20262813
vision_vs_paired_counterfactual_image,step-002000,layer_03_assistant,200,400,0.0,0.0,0.0,2000,20262868
vision_vs_shuffled_image,step-002000,layer_03_assistant,200,400,0.0,0.0,0.0,2000,20262869
vision_vs_patch_permutation,step-002000,layer_03_assistant,200,400,0.0,0.0,0.0,2000,20262870
vision_vs_random_label_probe,step-002000,layer_03_image_mean,200,400,0.7,0.66,0.735,2000,20262814
vision_vs_paired_counterfactual_image,step-002000,layer_03_image_mean,200,400,0.915,0.8825,0.945,2000,20262878
vision_vs_shuffled_image,step-002000,layer_03_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262879
vision_vs_patch_permutation,step-002000,layer_03_image_mean,200,400,0.0,0.0,0.0,2000,20262880
vision_vs_random_label_probe,step-002000,layer_04_assistant,200,400,-0.005,-0.0625,0.0525,2000,20262815
vision_vs_paired_counterfactual_image,step-002000,layer_04_assistant,200,400,0.0,0.0,0.0,2000,20262888
vision_vs_shuffled_image,step-002000,layer_04_assistant,200,400,0.0,0.0,0.0,2000,20262889
vision_vs_patch_permutation,step-002000,layer_04_assistant,200,400,0.0,0.0,0.0,2000,20262890
vision_vs_random_label_probe,step-002000,layer_04_image_mean,200,400,0.7,0.6625,0.74,2000,20262816
vision_vs_paired_counterfactual_image,step-002000,layer_04_image_mean,200,400,0.915,0.8825,0.945,2000,20262898
vision_vs_shuffled_image,step-002000,layer_04_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262899
vision_vs_patch_permutation,step-002000,layer_04_image_mean,200,400,0.0,0.0,0.0,2000,20262900
vision_vs_random_label_probe,step-002000,layer_05_assistant,200,400,-0.0525,-0.1075,6.249999999965894e-05,2000,20262817
vision_vs_paired_counterfactual_image,step-002000,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20262908
vision_vs_shuffled_image,step-002000,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20262909
vision_vs_patch_permutation,step-002000,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20262910
vision_vs_random_label_probe,step-002000,layer_05_image_mean,200,400,0.7,0.6625,0.74,2000,20262818
vision_vs_paired_counterfactual_image,step-002000,layer_05_image_mean,200,400,0.915,0.8824375,0.9475,2000,20262918
vision_vs_shuffled_image,step-002000,layer_05_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262919
vision_vs_patch_permutation,step-002000,layer_05_image_mean,200,400,0.0,0.0,0.0,2000,20262920
vision_vs_random_label_probe,step-002000,layer_06_assistant,200,400,0.1025,0.0525,0.15,2000,20262819
vision_vs_paired_counterfactual_image,step-002000,layer_06_assistant,200,400,0.0,0.0,0.0,2000,20262928
vision_vs_shuffled_image,step-002000,layer_06_assistant,200,400,0.0,0.0,0.0,2000,20262929
vision_vs_patch_permutation,step-002000,layer_06_assistant,200,400,-0.0025,-0.0075,0.0,2000,20262930
vision_vs_random_label_probe,step-002000,layer_06_image_mean,200,400,0.7,0.6625,0.7375,2000,20262820
vision_vs_paired_counterfactual_image,step-002000,layer_06_image_mean,200,400,0.915,0.8825,0.945,2000,20262938
vision_vs_shuffled_image,step-002000,layer_06_image_mean,200,400,0.6925,0.6475,0.735,2000,20262939
vision_vs_patch_permutation,step-002000,layer_06_image_mean,200,400,0.0,0.0,0.0,2000,20262940
vision_vs_random_label_probe,step-002000,layer_07_assistant,200,400,-0.0525,-0.1075,0.0,2000,20262821
vision_vs_paired_counterfactual_image,step-002000,layer_07_assistant,200,400,0.0,0.0,0.0,2000,20262948
vision_vs_shuffled_image,step-002000,layer_07_assistant,200,400,0.0,0.0,0.0,2000,20262949
vision_vs_patch_permutation,step-002000,layer_07_assistant,200,400,-0.1,-0.13,-0.0725,2000,20262950
vision_vs_random_label_probe,step-002000,layer_07_image_mean,200,400,0.7,0.6625,0.7375,2000,20262822
vision_vs_paired_counterfactual_image,step-002000,layer_07_image_mean,200,400,0.915,0.8825,0.945,2000,20262958
vision_vs_shuffled_image,step-002000,layer_07_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262959
vision_vs_patch_permutation,step-002000,layer_07_image_mean,200,400,0.0,0.0,0.0,2000,20262960
vision_vs_random_label_probe,step-002000,layer_08_assistant,200,400,-0.005,-0.0625,0.0525,2000,20262823
vision_vs_paired_counterfactual_image,step-002000,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20262968
vision_vs_shuffled_image,step-002000,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20262969
vision_vs_patch_permutation,step-002000,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20262970
vision_vs_random_label_probe,step-002000,layer_08_image_mean,200,400,0.7,0.6625,0.7375,2000,20262824
vision_vs_paired_counterfactual_image,step-002000,layer_08_image_mean,200,400,0.915,0.88,0.945,2000,20262978
vision_vs_shuffled_image,step-002000,layer_08_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262979
vision_vs_patch_permutation,step-002000,layer_08_image_mean,200,400,0.0,0.0,0.0,2000,20262980
vision_vs_random_label_probe,step-002000,layer_09_assistant,200,400,0.185,0.1224375,0.2525,2000,20262825
vision_vs_paired_counterfactual_image,step-002000,layer_09_assistant,200,400,0.29,0.2425,0.34,2000,20262988
vision_vs_shuffled_image,step-002000,layer_09_assistant,200,400,0.2375,0.2,0.275,2000,20262989
