checkpoint,examples_seen,task,metric,a,b,sum_a,sum_b,denominator,mean_a,mean_b,mean_gap,ci95_low,ci95_high,a_only_better,b_only_better,equal
step-001500,12000,shape,sample_accuracy,vision,same_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001500,12000,shape,sample_accuracy,vision,shuffled_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001500,12000,shape,sample_accuracy,vision,patch_permutation,13.0,3.0,50,0.26,0.06,0.2,0.13,0.27,20,0,30
step-001500,12000,shape,sample_accuracy,vision,paired_counterfactual_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001500,12000,shape,sample_accuracy,vision,background_matched_aux,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001500,12000,shape,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,spatial,sample_accuracy,vision,blind,11.0,0.0,50,0.22,0.0,0.22,0.15,0.29,22,0,28
step-001500,12000,spatial,sample_accuracy,vision,blank,11.0,16.5,50,0.22,0.33,-0.11,-0.17,-0.06,0,11,39
step-001500,12000,spatial,sample_accuracy,vision,same_image,11.0,16.5,50,0.22,0.33,-0.11,-0.17,-0.05,0,11,39
step-001500,12000,spatial,sample_accuracy,vision,shuffled_image,11.0,16.5,50,0.22,0.33,-0.11,-0.17,-0.06,0,11,39
step-001500,12000,spatial,sample_accuracy,vision,patch_permutation,11.0,18.0,50,0.22,0.36,-0.14,-0.22,-0.07,0,12,38
step-001500,12000,spatial,sample_accuracy,vision,paired_counterfactual_image,11.0,11.0,50,0.22,0.22,0.0,0.0,0.0,0,0,50
step-001500,12000,spatial,sample_accuracy,vision,background_matched_aux,11.0,16.5,50,0.22,0.33,-0.11,-0.17,-0.06,0,11,39
step-001500,12000,spatial,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,overall,sample_accuracy,vision,blind,42.5,0.0,300,0.14166666666666666,0.0,0.14166666666666666,0.11666666666666667,0.16833333333333333,85,0,215
step-002000,16000,overall,sample_accuracy,vision,blank,42.5,31.0,300,0.14166666666666666,0.10333333333333333,0.03833333333333333,0.015,0.06166666666666667,39,16,245
step-002000,16000,overall,sample_accuracy,vision,same_image,42.5,43.5,300,0.14166666666666666,0.145,-0.0033333333333333335,-0.018333333333333333,0.01,8,10,282
step-002000,16000,overall,sample_accuracy,vision,shuffled_image,42.5,43.5,300,0.14166666666666666,0.145,-0.0033333333333333335,-0.015,0.008333333333333333,5,7,288
step-002000,16000,overall,sample_accuracy,vision,patch_permutation,42.5,37.0,300,0.14166666666666666,0.12333333333333334,0.018333333333333333,0.005,0.03166666666666667,14,3,283
step-002000,16000,overall,sample_accuracy,vision,paired_counterfactual_image,42.5,42.5,300,0.14166666666666666,0.14166666666666666,0.0,0.0,0.0,0,0,300
step-002000,16000,overall,sample_accuracy,vision,background_matched_aux,42.5,42.0,300,0.14166666666666666,0.14,0.0016666666666666668,0.0,0.005,1,0,299
step-002000,16000,overall,paired_answer_flip_accuracy,vision,blind,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0,0,300
step-002000,16000,color,sample_accuracy,vision,blind,7.5,0.0,50,0.15,0.0,0.15,0.09,0.21,15,0,35
step-002000,16000,color,sample_accuracy,vision,blank,7.5,9.0,50,0.15,0.18,-0.03,-0.14,0.08,13,16,21
step-002000,16000,color,sample_accuracy,vision,same_image,7.5,8.5,50,0.15,0.17,-0.02,-0.1,0.06,8,10,32
step-002000,16000,color,sample_accuracy,vision,shuffled_image,7.5,8.5,50,0.15,0.17,-0.02,-0.09,0.05,5,7,38
step-002000,16000,color,sample_accuracy,vision,patch_permutation,7.5,7.0,50,0.15,0.14,0.01,-0.04,0.06,4,3,43
step-002000,16000,color,sample_accuracy,vision,paired_counterfactual_image,7.5,7.5,50,0.15,0.15,0.0,0.0,0.0,0,0,50
step-002000,16000,color,sample_accuracy,vision,background_matched_aux,7.5,7.0,50,0.15,0.14,0.01,0.0,0.03,1,0,49
step-002000,16000,color,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,coordinate,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,count,sample_accuracy,vision,blind,5.5,0.0,50,0.11,0.0,0.11,0.06,0.17,11,0,39
step-002000,16000,count,sample_accuracy,vision,blank,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-002000,16000,count,sample_accuracy,vision,same_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-002000,16000,count,sample_accuracy,vision,shuffled_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-002000,16000,count,sample_accuracy,vision,patch_permutation,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-002000,16000,count,sample_accuracy,vision,paired_counterfactual_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-002000,16000,count,sample_accuracy,vision,background_matched_aux,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-002000,16000,count,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,ocr,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,shape,sample_accuracy,vision,blind,13.0,0.0,50,0.26,0.0,0.26,0.19,0.33,26,0,24
step-002000,16000,shape,sample_accuracy,vision,blank,13.0,0.0,50,0.26,0.0,0.26,0.19,0.33,26,0,24
step-002000,16000,shape,sample_accuracy,vision,same_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-002000,16000,shape,sample_accuracy,vision,shuffled_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-002000,16000,shape,sample_accuracy,vision,patch_permutation,13.0,8.0,50,0.26,0.16,0.1,0.05,0.16,10,0,40
step-002000,16000,shape,sample_accuracy,vision,paired_counterfactual_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-002000,16000,shape,sample_accuracy,vision,background_matched_aux,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-002000,16000,shape,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,sample_accuracy,vision,blind,16.5,0.0,50,0.33,0.0,0.33,0.26,0.4,33,0,17
step-002000,16000,spatial,sample_accuracy,vision,blank,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,sample_accuracy,vision,same_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,sample_accuracy,vision,shuffled_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,sample_accuracy,vision,patch_permutation,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,sample_accuracy,vision,paired_counterfactual_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,sample_accuracy,vision,background_matched_aux,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-002000,16000,spatial,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
