family,checkpoint_a,intervention_a,checkpoint_b,intervention_b,layer_index,records,pairs,mean_delta,ci95_low,ci95_high,bootstrap_samples,bootstrap_seed
checkpoint_effect_delta,step-001500,correct_assistant,step-000000,correct_assistant,20,100,50,0.1990625,0.0546875,0.3593906249999999,2000,20261010
checkpoint_effect_delta,step-001500,correct_assistant,step-000000,correct_assistant,21,100,50,0.13125,-0.005007812499999999,0.2659453125,2000,20261011
checkpoint_effect_delta,step-001500,correct_assistant,step-000000,correct_assistant,22,100,50,0.22125,0.075,0.3700156249999999,2000,20261012
checkpoint_effect_delta,step-001500,correct_assistant,step-000000,correct_assistant,23,100,50,0.298125,0.129375,0.466875,2000,20261013
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,0,100,50,0.0240625,-0.1040703125,0.15907031249999995,2000,20261014
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,1,100,50,-0.0140625,-0.1603359375,0.12875781249999996,2000,20261015
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,2,100,50,-0.035625,-0.183453125,0.10782031249999996,2000,20261016
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,3,100,50,0.003125,-0.149703125,0.1428515624999998,2000,20261017
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,4,100,50,0.0715625,-0.0553203125,0.216875,2000,20261018
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,5,100,50,0.2215625,0.0721640625,0.3796875,2000,20261019
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,6,100,50,0.381875,0.2325,0.53875,2000,20261020
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,7,100,50,0.3365625,0.183734375,0.4921953125,2000,20261021
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,8,100,50,0.3521875,0.19621875,0.5065859374999999,2000,20261022
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,9,100,50,0.3259375,0.18494531250000001,0.47782031249999996,2000,20261023
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,10,100,50,0.2715625,0.1503125,0.4034687499999998,2000,20261024
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,11,100,50,0.3496875,0.2174921875,0.48283593749999987,2000,20261025
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,12,100,50,0.2096875,0.091546875,0.3296875,2000,20261026
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,13,100,50,0.1909375,0.0649921875,0.3200078125,2000,20261027
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,14,100,50,0.1221875,0.0012421875000000005,0.24502343749999986,2000,20261028
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,15,100,50,0.1603125,0.051242187499999994,0.2743906249999999,2000,20261029
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,16,100,50,0.1275,0.0121875,0.2425,2000,20261030
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,17,100,50,0.1078125,-0.0006562499999999982,0.21282031249999994,2000,20261031
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,18,100,50,0.08125,-0.026875,0.1872265624999998,2000,20261032
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,19,100,50,0.044375,-0.058140625,0.14532031249999997,2000,20261033
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,20,100,50,0.100625,0.025,0.18219531249999996,2000,20261034
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,21,100,50,0.22875,0.1575,0.2990625,2000,20261035
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,22,100,50,0.119375,0.069375,0.17125781249999997,2000,20261036
checkpoint_effect_delta,step-002000,correct_image_span,step-000000,correct_image_span,23,100,50,0.0,0.0,0.0,2000,20261037
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,0,100,50,0.010625,-0.0125078125,0.03532031249999995,2000,20261038
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,1,100,50,-0.009375,-0.0296875,0.011882812499999958,2000,20261039
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,2,100,50,-0.0159375,-0.040625,0.0103125,2000,20261040
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,3,100,50,-0.0265625,-0.0471875,-0.0053125,2000,20261041
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,4,100,50,0.0065625,-0.0175,0.0315625,2000,20261042
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,5,100,50,0.011875,-0.034375,0.06594531249999995,2000,20261043
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,6,100,50,-0.0434375,-0.0965625,0.011570312499999957,2000,20261044
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,7,100,50,-0.0578125,-0.1146953125,0.00375,2000,20261045
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,8,100,50,-0.075625,-0.135,-0.009054687500000042,2000,20261046
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,9,100,50,-0.1621875,-0.2359453125,-0.08405468750000004,2000,20261047
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,10,100,50,-0.19375,-0.2621953125,-0.120625,2000,20261048
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,11,100,50,-0.1775,-0.2584375,-0.09467968750000004,2000,20261049
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,12,100,50,-0.2659375,-0.3462734375,-0.183125,2000,20261050
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,13,100,50,-0.2453125,-0.3340625,-0.1540625,2000,20261051
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,14,100,50,-0.071875,-0.16250781250000002,0.015640624999999915,2000,20261052
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,15,100,50,-0.078125,-0.19471093750000001,0.02875,2000,20261053
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,16,100,50,-0.06875,-0.19250781250000001,0.048757812499999956,2000,20261054
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,17,100,50,-0.0771875,-0.18844531250000002,0.023445312499999958,2000,20261055
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,18,100,50,-0.0121875,-0.1303125,0.098125,2000,20261056
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,19,100,50,0.0340625,-0.0837578125,0.13907031249999996,2000,20261057
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,20,100,50,0.0228125,-0.1262890625,0.14657031249999997,2000,20261058
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,21,100,50,-0.065,-0.20813281250000001,0.06410156249999978,2000,20261059
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,22,100,50,0.044375,-0.09532031249999999,0.17782031249999997,2000,20261060
checkpoint_effect_delta,step-002000,correct_assistant,step-000000,correct_assistant,23,100,50,0.100625,-0.036875,0.2281406249999999,2000,20261061
