modality,checkpoint,condition,task,metric,pairs,mean
generation,step-001500,shuffled_image,coordinate,generation_paired,50,0.0
generation,step-001500,shuffled_image,coordinate,generation_sample,50,0.0
generation,step-001500,shuffled_image,coordinate,prediction_flip,50,0.42
generation,step-001500,shuffled_image,count,generation_paired,50,0.0
generation,step-001500,shuffled_image,count,generation_sample,50,0.11
generation,step-001500,shuffled_image,count,prediction_flip,50,0.0
generation,step-001500,shuffled_image,ocr,generation_paired,50,0.0
generation,step-001500,shuffled_image,ocr,generation_sample,50,0.0
generation,step-001500,shuffled_image,ocr,prediction_flip,50,0.38
generation,step-001500,shuffled_image,shape,generation_paired,50,0.0
generation,step-001500,shuffled_image,shape,generation_sample,50,0.26
generation,step-001500,shuffled_image,shape,prediction_flip,50,0.0
generation,step-001500,shuffled_image,spatial,generation_paired,50,0.0
generation,step-001500,shuffled_image,spatial,generation_sample,50,0.33
generation,step-001500,shuffled_image,spatial,prediction_flip,50,0.0
generation,step-001500,vision,overall,generation_paired,300,0.0
generation,step-001500,vision,overall,generation_sample,300,0.135
generation,step-001500,vision,overall,prediction_flip,300,0.2733333333333333
generation,step-001500,vision,color,generation_paired,50,0.0
generation,step-001500,vision,color,generation_sample,50,0.22
generation,step-001500,vision,color,prediction_flip,50,0.4
generation,step-001500,vision,coordinate,generation_paired,50,0.0
generation,step-001500,vision,coordinate,generation_sample,50,0.0
generation,step-001500,vision,coordinate,prediction_flip,50,0.52
generation,step-001500,vision,count,generation_paired,50,0.0
generation,step-001500,vision,count,generation_sample,50,0.11
generation,step-001500,vision,count,prediction_flip,50,0.0
generation,step-001500,vision,ocr,generation_paired,50,0.0
generation,step-001500,vision,ocr,generation_sample,50,0.0
generation,step-001500,vision,ocr,prediction_flip,50,0.5
generation,step-001500,vision,shape,generation_paired,50,0.0
generation,step-001500,vision,shape,generation_sample,50,0.26
generation,step-001500,vision,shape,prediction_flip,50,0.0
generation,step-001500,vision,spatial,generation_paired,50,0.0
generation,step-001500,vision,spatial,generation_sample,50,0.22
generation,step-001500,vision,spatial,prediction_flip,50,0.22
generation,shape-projector-step50,background_matched_aux,overall,generation_paired,300,0.15
generation,shape-projector-step50,background_matched_aux,overall,generation_sample,300,0.26
generation,shape-projector-step50,background_matched_aux,overall,prediction_flip,300,0.2
generation,shape-projector-step50,background_matched_aux,color,generation_paired,50,0.0
generation,shape-projector-step50,background_matched_aux,color,generation_sample,50,0.17
generation,shape-projector-step50,background_matched_aux,color,prediction_flip,50,0.0
generation,shape-projector-step50,background_matched_aux,coordinate,generation_paired,50,0.0
generation,shape-projector-step50,background_matched_aux,coordinate,generation_sample,50,0.0
generation,shape-projector-step50,background_matched_aux,coordinate,prediction_flip,50,0.0
generation,shape-projector-step50,background_matched_aux,count,generation_paired,50,0.0
generation,shape-projector-step50,background_matched_aux,count,generation_sample,50,0.11
generation,shape-projector-step50,background_matched_aux,count,prediction_flip,50,0.24
generation,shape-projector-step50,background_matched_aux,ocr,generation_paired,50,0.0
generation,shape-projector-step50,background_matched_aux,ocr,generation_sample,50,0.0
generation,shape-projector-step50,background_matched_aux,ocr,prediction_flip,50,0.0
generation,shape-projector-step50,background_matched_aux,shape,generation_paired,50,0.9
generation,shape-projector-step50,background_matched_aux,shape,generation_sample,50,0.95
generation,shape-projector-step50,background_matched_aux,shape,prediction_flip,50,0.96
generation,shape-projector-step50,background_matched_aux,spatial,generation_paired,50,0.0
generation,shape-projector-step50,background_matched_aux,spatial,generation_sample,50,0.33
generation,shape-projector-step50,background_matched_aux,spatial,prediction_flip,50,0.0
generation,shape-projector-step50,blind,overall,generation_paired,300,0.0
generation,shape-projector-step50,blind,overall,generation_sample,300,0.0
generation,shape-projector-step50,blind,overall,prediction_flip,300,0.0
generation,shape-projector-step50,blind,color,generation_paired,50,0.0
generation,shape-projector-step50,blind,color,generation_sample,50,0.0
generation,shape-projector-step50,blind,color,prediction_flip,50,0.0
generation,shape-projector-step50,blind,coordinate,generation_paired,50,0.0
generation,shape-projector-step50,blind,coordinate,generation_sample,50,0.0
generation,shape-projector-step50,blind,coordinate,prediction_flip,50,0.0
generation,shape-projector-step50,blind,count,generation_paired,50,0.0
generation,shape-projector-step50,blind,count,generation_sample,50,0.0
generation,shape-projector-step50,blind,count,prediction_flip,50,0.0
generation,shape-projector-step50,blind,ocr,generation_paired,50,0.0
generation,shape-projector-step50,blind,ocr,generation_sample,50,0.0
generation,shape-projector-step50,blind,ocr,prediction_flip,50,0.0
generation,shape-projector-step50,blind,shape,generation_paired,50,0.0
generation,shape-projector-step50,blind,shape,generation_sample,50,0.0
generation,shape-projector-step50,blind,shape,prediction_flip,50,0.0
generation,shape-projector-step50,blind,spatial,generation_paired,50,0.0
generation,shape-projector-step50,blind,spatial,generation_sample,50,0.0
generation,shape-projector-step50,blind,spatial,prediction_flip,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,overall,generation_paired,300,0.16666666666666666
generation,shape-projector-step50,paired_counterfactual_image,overall,generation_sample,300,0.2683333333333333
generation,shape-projector-step50,paired_counterfactual_image,overall,prediction_flip,300,0.2633333333333333
generation,shape-projector-step50,paired_counterfactual_image,color,generation_paired,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,color,generation_sample,50,0.17
generation,shape-projector-step50,paired_counterfactual_image,color,prediction_flip,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,coordinate,prediction_flip,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,count,generation_paired,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,count,generation_sample,50,0.11
generation,shape-projector-step50,paired_counterfactual_image,count,prediction_flip,50,0.16
generation,shape-projector-step50,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,ocr,prediction_flip,50,0.08
generation,shape-projector-step50,paired_counterfactual_image,shape,generation_paired,50,1.0
generation,shape-projector-step50,paired_counterfactual_image,shape,generation_sample,50,1.0
generation,shape-projector-step50,paired_counterfactual_image,shape,prediction_flip,50,1.0
generation,shape-projector-step50,paired_counterfactual_image,spatial,generation_paired,50,0.0
generation,shape-projector-step50,paired_counterfactual_image,spatial,generation_sample,50,0.33
generation,shape-projector-step50,paired_counterfactual_image,spatial,prediction_flip,50,0.34
generation,shape-projector-step50,shuffled_image,overall,generation_paired,300,0.0033333333333333335
generation,shape-projector-step50,shuffled_image,overall,generation_sample,300,0.12166666666666667
generation,shape-projector-step50,shuffled_image,overall,prediction_flip,300,0.15333333333333332
generation,shape-projector-step50,shuffled_image,color,generation_paired,50,0.0
generation,shape-projector-step50,shuffled_image,color,generation_sample,50,0.17
generation,shape-projector-step50,shuffled_image,color,prediction_flip,50,0.0
generation,shape-projector-step50,shuffled_image,coordinate,generation_paired,50,0.0
generation,shape-projector-step50,shuffled_image,coordinate,generation_sample,50,0.0
generation,shape-projector-step50,shuffled_image,coordinate,prediction_flip,50,0.0
generation,shape-projector-step50,shuffled_image,count,generation_paired,50,0.0
generation,shape-projector-step50,shuffled_image,count,generation_sample,50,0.05
generation,shape-projector-step50,shuffled_image,count,prediction_flip,50,0.14
generation,shape-projector-step50,shuffled_image,ocr,generation_paired,50,0.0
generation,shape-projector-step50,shuffled_image,ocr,generation_sample,50,0.0
generation,shape-projector-step50,shuffled_image,ocr,prediction_flip,50,0.02
generation,shape-projector-step50,shuffled_image,shape,generation_paired,50,0.02
generation,shape-projector-step50,shuffled_image,shape,generation_sample,50,0.18
generation,shape-projector-step50,shuffled_image,shape,prediction_flip,50,0.76
generation,shape-projector-step50,shuffled_image,spatial,generation_paired,50,0.0
generation,shape-projector-step50,shuffled_image,spatial,generation_sample,50,0.33
generation,shape-projector-step50,shuffled_image,spatial,prediction_flip,50,0.0
generation,shape-projector-step50,vision,overall,generation_paired,300,0.16666666666666666
generation,shape-projector-step50,vision,overall,generation_sample,300,0.2683333333333333
generation,shape-projector-step50,vision,overall,prediction_flip,300,0.2633333333333333
generation,shape-projector-step50,vision,color,generation_paired,50,0.0
generation,shape-projector-step50,vision,color,generation_sample,50,0.17
generation,shape-projector-step50,vision,color,prediction_flip,50,0.0
generation,shape-projector-step50,vision,coordinate,generation_paired,50,0.0
generation,shape-projector-step50,vision,coordinate,generation_sample,50,0.0
generation,shape-projector-step50,vision,coordinate,prediction_flip,50,0.0
generation,shape-projector-step50,vision,count,generation_paired,50,0.0
generation,shape-projector-step50,vision,count,generation_sample,50,0.11
generation,shape-projector-step50,vision,count,prediction_flip,50,0.16
generation,shape-projector-step50,vision,ocr,generation_paired,50,0.0
generation,shape-projector-step50,vision,ocr,generation_sample,50,0.0
generation,shape-projector-step50,vision,ocr,prediction_flip,50,0.08
generation,shape-projector-step50,vision,shape,generation_paired,50,1.0
generation,shape-projector-step50,vision,shape,generation_sample,50,1.0
generation,shape-projector-step50,vision,shape,prediction_flip,50,1.0
generation,shape-projector-step50,vision,spatial,generation_paired,50,0.0
generation,shape-projector-step50,vision,spatial,generation_sample,50,0.33
generation,shape-projector-step50,vision,spatial,prediction_flip,50,0.34
