family,modality,metric,checkpoint_a,condition_a,checkpoint_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,shape,200,26.593745529651642,-26.593745529651642,0.1329687276482582,-0.1329687276482582,0.2659374552965164,167,33,0,0.2206249588727951,0.3137499564886093,2000,20260952
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,shape,200,26.593745529651642,-4.906249463558197,0.1329687276482582,-0.024531247317790984,0.1574999749660492,135,61,4,0.11687498182058334,0.1967187210917473,2000,20260953
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260954
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,spatial,200,0.0,50.0,0.0,0.25,-0.25,0,50,150,-0.315,-0.19,2000,20260955
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260956
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,spatial,200,75.0,100.0,0.375,0.5,-0.125,0,50,150,-0.155,-0.095,2000,20260957
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,spatial,200,75.0,125.0,0.375,0.625,-0.25,0,50,150,-0.31,-0.195,2000,20260958
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,spatial,200,75.0,100.0,0.375,0.5,-0.125,0,50,150,-0.155,-0.095,2000,20260959
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,spatial,200,-8.250009268522263,1.3496890664100647,-0.04125004634261131,0.0067484453320503235,-0.047998491674661636,0,200,0,-0.051188824772834776,-0.044228098690509796,2000,20260960
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,spatial,200,-8.250009268522263,8.250009268522263,-0.04125004634261131,0.04125004634261131,-0.08250009268522263,50,100,50,-0.09942508548498154,-0.06552510365843772,2000,20260961
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,spatial,200,-8.250009268522263,-4.916537553071976,-0.04125004634261131,-0.02458268776535988,-0.016667358577251434,100,100,0,-0.023667233437299727,-0.010084221959114075,2000,20260962
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,overall,1200,206.0,187.0,0.17166666666666666,0.15583333333333332,0.015833333333333335,25,6,1169,0.006666666666666667,0.025,2000,20260963
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,overall,1200,206.0,11.0,0.17166666666666666,0.009166666666666667,0.1625,206,11,983,0.14,0.185,2000,20260964
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,overall,1200,206.0,43.0,0.17166666666666666,0.035833333333333335,0.13583333333333333,170,7,1023,0.11583333333333333,0.15583333333333332,2000,20260965
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,overall,1200,206.0,26.0,0.17166666666666666,0.021666666666666667,0.15,180,0,1020,0.13,0.17166666666666666,2000,20260966
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,overall,1200,696.0,689.5,0.58,0.5745833333333333,0.005416666666666667,29,16,1155,0.0,0.010416666666666666,2000,20260967
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,overall,1200,696.0,498.5,0.58,0.41541666666666666,0.16458333333333333,212,12,976,0.1425,0.18833333333333332,2000,20260968
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,overall,1200,696.0,586.0,0.58,0.48833333333333334,0.09166666666666666,196,19,985,0.07666666666666666,0.10625,2000,20260969
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,overall,1200,696.0,584.5,0.58,0.4870833333333333,0.09291666666666666,237,14,949,0.08166666666666667,0.10583333333333333,2000,20260970
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,overall,1200,2050.969541169254,1722.8410830681296,1.7091412843077118,1.4357009025567746,0.273440381750937,620,551,29,0.22067338102778034,0.33184570512836925,2000,20260971
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,overall,1200,2050.969541169254,-2050.969541169254,1.7091412843077118,-1.7091412843077118,3.4182825686154237,648,510,42,2.974107282811261,3.881935379476074,2000,20260972
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,overall,1200,2050.969541169254,-127.59532656791244,1.7091412843077118,-0.10632943880659369,1.8154707231143055,689,487,24,1.5475961650032748,2.0900725083668887,2000,20260973
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,overall,1200,2050.969541169254,21.224753890151074,1.7091412843077118,0.017687294908459227,1.6914539893992524,669,498,33,1.4716914679749609,1.9093924263472677,2000,20260974
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,color,200,2.0,0.0,0.01,0.0,0.01,2,0,198,0.0,0.025,2000,20260975
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,color,200,2.0,6.0,0.01,0.03,-0.02,2,6,192,-0.05,0.005,2000,20260976
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,color,200,2.0,5.0,0.01,0.025,-0.015,2,5,193,-0.04,0.01,2000,20260977
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,color,200,2.0,0.0,0.01,0.0,0.01,2,0,198,0.0,0.025,2000,20260978
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,color,200,98.0,98.0,0.49,0.49,0.0,3,3,194,-0.0125,0.0125,2000,20260979
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,color,200,98.0,102.0,0.49,0.51,-0.02,2,6,192,-0.05,0.01,2000,20260980
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,color,200,98.0,100.0,0.49,0.5,-0.01,7,9,184,-0.035,0.0125,2000,20260981
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,color,200,98.0,98.0,0.49,0.49,0.0,6,6,188,-0.0175,0.0175,2000,20260982
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,color,200,30.687498848885298,23.999999102205038,0.1534374942444265,0.11999999551102519,0.0334374987334013,89,110,1,0.0012500070035457612,0.06874999621883035,2000,20260983
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,color,200,30.687498848885298,-30.687498848885298,0.1534374942444265,-0.1534374942444265,0.306874988488853,131,65,4,0.19874999821186065,0.42624999038875105,2000,20260984
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,color,200,30.687498848885298,7.374997653067112,0.1534374942444265,0.036874988265335557,0.11656250597909093,115,83,2,0.030937513913959266,0.20265625884756447,2000,20260985
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,color,200,30.687498848885298,2.593750238418579,0.1534374942444265,0.012968751192092896,0.1404687430523336,122,77,1,0.08499999614432455,0.19609373919665812,2000,20260986
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,coordinate,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260987
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,coordinate,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260988
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,coordinate,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260989
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,coordinate,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260990
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,coordinate,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260991
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,coordinate,200,100.0,99.0,0.5,0.495,0.005,2,0,198,0.0,0.0125,2000,20260992
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,coordinate,200,100.0,99.5,0.5,0.4975,0.0025,1,0,199,0.0,0.0075,2000,20260993
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,coordinate,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260994
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,coordinate,200,-10.377352714538574,-4.45849871635437,-0.05188676357269287,-0.02229249358177185,-0.029594269990921022,94,104,2,-0.04092837929725647,-0.017793774604797363,2000,20260995
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,coordinate,200,-10.377352714538574,10.377352714538574,-0.05188676357269287,0.05188676357269287,-0.10377352714538574,84,116,0,-0.1257616686820984,-0.08138790369033813,2000,20260996
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,coordinate,200,-10.377352714538574,1.0050511360168457,-0.05188676357269287,0.005025255680084229,-0.0569120192527771,75,121,4,-0.0724911630153656,-0.04108837962150574,2000,20260997
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,coordinate,200,-10.377352714538574,-1.2515151500701904,-0.05188676357269287,-0.006257575750350952,-0.04562918782234192,59,134,7,-0.055075105428695675,-0.036775983572006225,2000,20260998
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,count,200,1.0,4.0,0.005,0.02,-0.015,1,4,195,-0.035,0.005,2000,20260999
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,count,200,1.0,2.0,0.005,0.01,-0.005,1,2,197,-0.02,0.01,2000,20261000
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,count,200,1.0,2.0,0.005,0.01,-0.005,1,2,197,-0.025,0.01,2000,20261001
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,count,200,1.0,0.0,0.005,0.0,0.005,1,0,199,0.0,0.015,2000,20261002
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,count,200,98.0,100.5,0.49,0.5025,-0.0125,3,8,189,-0.03,0.0025,2000,20261003
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,count,200,98.0,97.5,0.49,0.4875,0.0025,5,3,192,-0.02,0.025,2000,20261004
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,count,200,98.0,93.0,0.49,0.465,0.025,17,7,176,0.0025,0.05,2000,20261005
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,count,200,98.0,100.0,0.49,0.5,-0.01,1,5,194,-0.0225,0.0,2000,20261006
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,count,200,0.9375009089708328,6.1250007674098015,0.004687504544854164,0.030625003837049008,-0.025937499292194844,77,97,26,-0.039218746870756147,-0.013281241357326508,2000,20261007
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,count,200,0.9375009089708328,-0.9375009089708328,0.004687504544854164,-0.004687504544854164,0.009375009089708328,95,67,38,-0.020624985992908476,0.037500009313225745,2000,20261008
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,count,200,0.9375009089708328,-2.6249997168779373,0.004687504544854164,-0.013124998584389687,0.017812503129243852,103,79,18,-0.001718742586672306,0.03609375391155481,2000,20261009
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,count,200,0.9375009089708328,1.1562508046627045,0.004687504544854164,0.0057812540233135225,-0.0010937494784593583,96,79,25,-0.01625000059604645,0.013593751341104507,2000,20261010
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,ocr,200,3.0,2.0,0.015,0.01,0.005,3,2,195,-0.015,0.025,2000,20261011
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,ocr,200,3.0,3.0,0.015,0.015,0.0,3,3,194,-0.025,0.025,2000,20261012
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,ocr,200,3.0,0.0,0.015,0.0,0.015,3,0,197,0.0,0.035,2000,20261013
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,ocr,200,3.0,0.0,0.015,0.0,0.015,3,0,197,0.0,0.035,2000,20261014
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,ocr,200,100.0,100.5,0.5,0.5025,-0.0025,4,5,191,-0.0175,0.0125,2000,20261015
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,ocr,200,100.0,100.0,0.5,0.5,0.0,3,3,194,-0.025,0.025,2000,20261016
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,ocr,200,100.0,98.0,0.5,0.49,0.01,7,3,190,-0.005,0.0275,2000,20261017
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,ocr,200,100.0,98.5,0.5,0.4925,0.0075,6,3,191,-0.005,0.0225,2000,20261018
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,ocr,200,-7.752264193126133,-5.195072330747326,-0.03876132096563067,-0.02597536165373663,-0.012785959311894031,92,108,0,-0.03073332877386183,0.003895083438782476,2000,20261019
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,ocr,200,-7.752264193126133,7.752264193126133,-0.03876132096563067,0.03876132096563067,-0.07752264193126134,88,112,0,-0.12953904229118707,-0.028299158550444122,2000,20261020
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,ocr,200,-7.752264193126133,-4.882475255784538,-0.03876132096563067,-0.02441237627892269,-0.014348944686707976,101,99,0,-0.05027237162135892,0.017400537036714164,2000,20261021
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,ocr,200,-7.752264193126133,0.3825317360106004,-0.03876132096563067,0.001912658680053002,-0.040673979645683665,92,108,0,-0.0670590462684632,-0.014869946320851639,2000,20261022
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,shape,200,200.0,181.0,1.0,0.905,0.095,19,0,181,0.055,0.135,2000,20261023
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,shape,200,200.0,0.0,1.0,0.0,1.0,200,0,0,1.0,1.0,2000,20261024
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,shape,200,200.0,36.0,1.0,0.18,0.82,164,0,36,0.765,0.875,2000,20261025
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,shape,200,200.0,26.0,1.0,0.13,0.87,174,0,26,0.82,0.915,2000,20261026
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,shape,200,200.0,190.5,1.0,0.9525,0.0475,19,0,181,0.0275,0.07,2000,20261027
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,shape,200,200.0,0.0,1.0,0.0,1.0,200,0,0,1.0,1.0,2000,20261028
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,shape,200,200.0,95.5,1.0,0.4775,0.5225,164,0,36,0.48,0.5675,2000,20261029
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,shape,200,200.0,113.0,1.0,0.565,0.435,174,0,26,0.41,0.4575,2000,20261030
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,shape,200,2042.1562380857067,1701.9999980257708,10.210781190428534,8.509999990128854,1.7007812002996798,168,32,0,1.469218697307515,1.9390624605488846,2000,20261031
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,shape,200,2042.1562380857067,-2042.1562380857067,10.210781190428534,-10.210781190428534,20.42156238085707,200,0,0,19.68593738890835,21.098437407421297,2000,20261032
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,shape,200,2042.1562380857067,-77.18750157777686,10.210781190428534,-0.38593750788888426,10.596718698317417,195,5,0,9.726249973587691,11.559531159404724,2000,20261033
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,shape,200,2042.1562380857067,26.593745529651642,10.210781190428534,0.1329687276482582,10.077812462780276,200,0,0,9.732187453695515,10.420781223313533,2000,20261034
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20261035
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20261036
vision_minus_condition,preference,paired_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20261037
checkpoint_minus_baseline,preference,paired_preference,shape-projector-step50,vision,step-001500,vision,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20261038
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20261039
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20261040
vision_minus_condition,preference,sample_preference,shape-projector-step50,vision,shape-projector-step50,shuffled_image,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20261041
checkpoint_minus_baseline,preference,sample_preference,shape-projector-step50,vision,step-001500,vision,spatial,200,100.0,75.0,0.5,0.375,0.125,50,0,150,0.095,0.155,2000,20261042
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,background_matched_aux,spatial,200,-4.682079766644165,0.3696562198456377,-0.023410398833220825,0.0018482810992281884,-0.025258679932449013,100,100,0,-0.049029820481082426,-0.0012220342876389622,2000,20261043
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,paired_counterfactual_image,spatial,200,-4.682079766644165,4.682079766644165,-0.023410398833220825,0.023410398833220825,-0.04682079766644165,50,150,0,-0.06963872518274002,-0.024616983622545375,2000,20261044
vision_minus_condition,preference,mean_margin,shape-projector-step50,vision,shape-projector-step50,shuffled_image,spatial,200,-4.682079766644165,-51.28039880655706,-0.023410398833220825,-0.2564019940327853,0.23299159519956447,100,100,0,0.16358075154421386,0.3017057458718773,2000,20261045
checkpoint_minus_baseline,preference,mean_margin,shape-projector-step50,vision,step-001500,vision,spatial,200,-4.682079766644165,-8.250009268522263,-0.023410398833220825,-0.04125004634261131,0.01783964750939049,100,100,0,0.0040034977567847815,0.03150105000066105,2000,20261046
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,background_matched_aux,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261047
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,blind,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261048
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,paired_counterfactual_image,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261049
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,shuffled_image,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261050
checkpoint_minus_baseline,generation,generation_paired,step-000000,vision,step-001500,vision,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261051
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,background_matched_aux,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261052
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,blind,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261053
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,paired_counterfactual_image,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261054
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,shuffled_image,overall,300,0.0,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,2000,20261055
checkpoint_minus_baseline,generation,generation_sample,step-000000,vision,step-001500,vision,overall,300,0.0,40.5,0.0,0.135,-0.135,0,81,219,-0.16,-0.11,2000,20261056
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,background_matched_aux,overall,300,147.0,112.0,0.49,0.37333333333333335,0.11666666666666667,68,33,199,0.05333333333333334,0.18333333333333332,2000,20261057
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,blind,overall,300,147.0,0.0,0.49,0.0,0.49,147,0,153,0.43,0.5433333333333333,2000,20261058
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,paired_counterfactual_image,overall,300,147.0,147.0,0.49,0.49,0.0,0,0,300,0.0,0.0,2000,20261059
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,shuffled_image,overall,300,147.0,151.0,0.49,0.5033333333333333,-0.013333333333333334,32,36,232,-0.06333333333333334,0.03666666666666667,2000,20261060
checkpoint_minus_baseline,generation,prediction_flip,step-000000,vision,step-001500,vision,overall,300,147.0,82.0,0.49,0.2733333333333333,0.21666666666666667,111,46,143,0.14,0.29333333333333333,2000,20261061
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,background_matched_aux,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261062
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,blind,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261063
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,paired_counterfactual_image,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261064
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,shuffled_image,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261065
checkpoint_minus_baseline,generation,generation_paired,step-000000,vision,step-001500,vision,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261066
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,background_matched_aux,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261067
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,blind,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261068
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,paired_counterfactual_image,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261069
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,shuffled_image,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261070
checkpoint_minus_baseline,generation,generation_sample,step-000000,vision,step-001500,vision,color,50,0.0,11.0,0.0,0.22,-0.22,0,22,28,-0.29,-0.15,2000,20261071
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,background_matched_aux,color,50,33.0,14.0,0.66,0.28,0.38,25,6,19,0.2,0.56,2000,20261072
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,blind,color,50,33.0,0.0,0.66,0.0,0.66,33,0,17,0.52,0.8,2000,20261073
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,paired_counterfactual_image,color,50,33.0,33.0,0.66,0.66,0.0,0,0,50,0.0,0.0,2000,20261074
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,shuffled_image,color,50,33.0,33.0,0.66,0.66,0.0,10,10,30,-0.18,0.16,2000,20261075
checkpoint_minus_baseline,generation,prediction_flip,step-000000,vision,step-001500,vision,color,50,33.0,20.0,0.66,0.4,0.26,17,4,29,0.1,0.42,2000,20261076
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,background_matched_aux,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261077
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,blind,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261078
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,paired_counterfactual_image,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261079
vision_minus_condition,generation,generation_paired,step-000000,vision,step-000000,shuffled_image,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261080
checkpoint_minus_baseline,generation,generation_paired,step-000000,vision,step-001500,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261081
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,background_matched_aux,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261082
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,blind,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261083
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,paired_counterfactual_image,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261084
vision_minus_condition,generation,generation_sample,step-000000,vision,step-000000,shuffled_image,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261085
checkpoint_minus_baseline,generation,generation_sample,step-000000,vision,step-001500,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261086
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,background_matched_aux,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261087
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,blind,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261088
vision_minus_condition,generation,prediction_flip,step-000000,vision,step-000000,paired_counterfactual_image,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261089
