family,arm,modality,metric,late_state,early_state,condition,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,shuffled_image,count,200,33.0,33.0,0.165,0.165,0.0,12,12,176,-0.05,0.045,2000,20260956
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,shuffled_image,count,200,93.5,92.5,0.4675,0.4625,0.005,33,31,136,-0.0325,0.045,2000,20260957
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,shuffled_image,count,200,-11.28125012665987,-4.750000536441803,-0.05640625063329935,-0.023750002682209014,-0.03265624795109034,100,97,3,-0.07921874113380908,0.012343743219971656,2000,20260958
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,shuffled_image,ocr,200,22.0,16.0,0.11,0.08,0.03,10,4,186,-0.005,0.07,2000,20260959
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,shuffled_image,ocr,200,103.5,103.5,0.5175,0.5175,0.0,12,12,176,-0.025,0.0225,2000,20260960
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,shuffled_image,ocr,200,5.365170795576915,4.04572182496389,0.026825853977884572,0.02022860912481945,0.006597244853065118,100,100,0,-0.031342402214095726,0.04413232170967825,2000,20260961
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,shuffled_image,shape,200,23.0,38.0,0.115,0.19,-0.075,4,19,177,-0.12,-0.03,2000,20260962
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,shuffled_image,shape,200,98.5,96.5,0.4925,0.4825,0.01,27,23,150,-0.025,0.0425,2000,20260963
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,shuffled_image,shape,200,-63.07812585483771,-106.48437312792521,-0.31539062927418854,-0.532421865639626,0.2170312363654375,110,77,13,0.025703091801842673,0.4044531068002107,2000,20260964
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,shuffled_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260965
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,shuffled_image,spatial,200,25.0,25.0,0.125,0.125,0.0,0,0,200,0.0,0.0,2000,20260966
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,shuffled_image,spatial,200,-462.7843365378794,-143.57476644217968,-2.313921682689397,-0.7178738322108984,-1.5960478504784987,50,150,0,-1.7516360857295512,-1.4484651413666143,2000,20260967
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,overall,1200,613.0,614.0,0.5108333333333334,0.5116666666666667,-0.0008333333333333334,151,152,897,-0.028333333333333332,0.0275,2000,20260968
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,overall,1200,899.0,902.5,0.7491666666666666,0.7520833333333333,-0.002916666666666667,153,159,888,-0.017083333333333332,0.011666666666666667,2000,20260969
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,overall,1200,2985.8259563141773,2149.647017187236,2.488188296928481,1.7913725143226968,0.6968157826057845,897,296,7,0.6032546250482036,0.7864019123198877,2000,20260970
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,color,200,147.0,127.0,0.735,0.635,0.1,41,21,138,0.025,0.175,2000,20260971
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,color,200,173.5,163.5,0.8675,0.8175,0.05,41,21,138,0.015,0.0875,2000,20260972
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,color,200,735.000001892331,429.812499769032,3.6750000094616553,2.14906249884516,1.5259375106164952,192,8,0,1.4176562299358193,1.6292187672806904,2000,20260973
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,coordinate,200,115.0,83.0,0.575,0.415,0.16,40,8,152,0.095,0.225,2000,20260974
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,coordinate,200,157.5,141.5,0.7875,0.7075,0.08,40,8,152,0.0475,0.1125,2000,20260975
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,coordinate,200,297.3686847835779,137.56269119679928,1.4868434239178896,0.6878134559839963,0.7990299679338932,200,0,0,0.7360615223646164,0.8606490002572537,2000,20260976
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,count,200,20.0,76.0,0.1,0.38,-0.28,0,56,144,-0.345,-0.22,2000,20260977
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,count,200,103.0,134.0,0.515,0.67,-0.155,1,62,137,-0.19,-0.1225,2000,20260978
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,count,200,62.37500088661909,66.34374901652336,0.31187500443309546,0.3317187450826168,-0.019843740649521352,113,80,7,-0.06328124970197678,0.022812505289912223,2000,20260979
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,ocr,200,44.0,31.0,0.22,0.155,0.065,20,7,173,0.015,0.12,2000,20260980
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,ocr,200,121.5,115.0,0.6075,0.575,0.0325,21,8,171,0.0075,0.06,2000,20260981
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,ocr,200,133.9524838368098,102.10891330582756,0.669762419184049,0.5105445665291378,0.1592178526549112,141,59,0,0.12050829649539219,0.20124422090961816,2000,20260982
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,shape,200,87.0,147.0,0.435,0.735,-0.3,0,60,140,-0.36,-0.24,2000,20260983
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,shape,200,143.5,173.5,0.7175,0.8675,-0.15,0,60,140,-0.1825,-0.1175,2000,20260984
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,shape,200,965.7343833487248,1221.8906207486289,4.828671916743624,6.109453103743144,-1.2807811869995203,51,149,0,-1.4909374089021004,-1.0569530644413316,2000,20260985
late_minus_early_cross_run,projector,preference,paired_preference,projector-step100,projector-step50,vision,spatial,200,200.0,150.0,1.0,0.75,0.25,50,0,150,0.19,0.315,2000,20260986
late_minus_early_cross_run,projector,preference,sample_preference,projector-step100,projector-step50,vision,spatial,200,200.0,175.0,1.0,0.875,0.125,50,0,150,0.095,0.1575,2000,20260987
late_minus_early_cross_run,projector,preference,mean_margin,projector-step100,projector-step50,vision,spatial,200,791.3954015661147,191.92854315042496,3.9569770078305737,0.9596427157521248,2.997334292078449,200,0,0,2.8898802380137205,3.0962975333383658,2000,20260988
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,overall,300,77.0,68.0,0.25666666666666665,0.22666666666666666,0.03,30,21,249,-0.016666666666666666,0.07666666666666666,2000,20260989
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,overall,300,123.0,113.0,0.41,0.37666666666666665,0.03333333333333333,55,42,203,-0.0033333333333333335,0.07,2000,20260990
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,overall,300,239.0,218.0,0.7966666666666666,0.7266666666666667,0.07,57,36,207,0.006666666666666667,0.13333333333333333,2000,20260991
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,color,50,8.0,7.0,0.16,0.14,0.02,7,6,37,-0.12,0.16,2000,20260992
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,color,50,19.0,18.5,0.38,0.37,0.01,13,15,22,-0.11,0.13,2000,20260993
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,color,50,35.0,36.0,0.7,0.72,-0.02,6,7,37,-0.16,0.12,2000,20260994
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,coordinate,50,12.0,1.0,0.24,0.02,0.22,11,0,39,0.12,0.34,2000,20260995
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,coordinate,50,25.5,8.5,0.51,0.17,0.34,28,0,22,0.25,0.43,2000,20260996
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,coordinate,50,44.0,21.0,0.88,0.42,0.46,24,1,25,0.32,0.6,2000,20260997
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,count,50,1.0,1.0,0.02,0.02,0.0,1,1,48,-0.06,0.06,2000,20260998
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,count,50,5.5,10.0,0.11,0.2,-0.09,3,11,36,-0.17,-0.01,2000,20260999
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,count,50,34.0,38.0,0.68,0.76,-0.08,6,10,34,-0.24,0.08,2000,20261000
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261001
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261002
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,ocr,50,48.0,40.0,0.96,0.8,0.16,10,2,38,0.04,0.3,2000,20261003
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,shape,50,6.0,20.0,0.12,0.4,-0.28,0,14,36,-0.4,-0.16,2000,20261004
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,shape,50,23.0,31.5,0.46,0.63,-0.17,0,16,34,-0.24,-0.1,2000,20261005
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,shape,50,28.0,44.0,0.56,0.88,-0.32,0,16,34,-0.46,-0.2,2000,20261006
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,paired_counterfactual_image,spatial,50,50.0,39.0,1.0,0.78,0.22,11,0,39,0.12,0.34,2000,20261007
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,paired_counterfactual_image,spatial,50,50.0,44.5,1.0,0.89,0.11,11,0,39,0.05,0.17,2000,20261008
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,paired_counterfactual_image,spatial,50,50.0,39.0,1.0,0.78,0.22,11,0,39,0.1,0.34,2000,20261009
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,overall,300,77.0,68.0,0.25666666666666665,0.22666666666666666,0.03,30,21,249,-0.013333333333333334,0.07666666666666666,2000,20261010
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,overall,300,123.0,113.0,0.41,0.37666666666666665,0.03333333333333333,55,42,203,-0.0033333333333333335,0.07166666666666667,2000,20261011
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,overall,300,239.0,218.0,0.7966666666666666,0.7266666666666667,0.07,57,36,207,0.006666666666666667,0.13,2000,20261012
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,color,50,8.0,7.0,0.16,0.14,0.02,7,6,37,-0.12,0.16,2000,20261013
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,color,50,19.0,18.5,0.38,0.37,0.01,13,15,22,-0.11,0.13,2000,20261014
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,color,50,35.0,36.0,0.7,0.72,-0.02,6,7,37,-0.16,0.12,2000,20261015
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,coordinate,50,12.0,1.0,0.24,0.02,0.22,11,0,39,0.12,0.34,2000,20261016
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,coordinate,50,25.5,8.5,0.51,0.17,0.34,28,0,22,0.25,0.44,2000,20261017
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,coordinate,50,44.0,21.0,0.88,0.42,0.46,24,1,25,0.32,0.62,2000,20261018
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,count,50,1.0,1.0,0.02,0.02,0.0,1,1,48,-0.06,0.06,2000,20261019
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,count,50,5.5,10.0,0.11,0.2,-0.09,3,11,36,-0.17,-0.01,2000,20261020
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,count,50,34.0,38.0,0.68,0.76,-0.08,6,10,34,-0.24,0.08,2000,20261021
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261022
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20261023
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,ocr,50,48.0,40.0,0.96,0.8,0.16,10,2,38,0.04,0.28,2000,20261024
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,shape,50,6.0,20.0,0.12,0.4,-0.28,0,14,36,-0.42,-0.16,2000,20261025
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,shape,50,23.0,31.5,0.46,0.63,-0.17,0,16,34,-0.24,-0.1,2000,20261026
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,shape,50,28.0,44.0,0.56,0.88,-0.32,0,16,34,-0.44,-0.2,2000,20261027
late_minus_early_cross_run,projector,generation,generation_paired,projector-step100,projector-step50,vision,spatial,50,50.0,39.0,1.0,0.78,0.22,11,0,39,0.12,0.34,2000,20261028
late_minus_early_cross_run,projector,generation,generation_sample,projector-step100,projector-step50,vision,spatial,50,50.0,44.5,1.0,0.89,0.11,11,0,39,0.05,0.17,2000,20261029
late_minus_early_cross_run,projector,generation,prediction_flip,projector-step100,projector-step50,vision,spatial,50,50.0,39.0,1.0,0.78,0.22,11,0,39,0.12,0.32,2000,20261030
