checkpoint,optimizer_steps,examples_seen,condition,task,accuracy_numerator,accuracy_denominator,accuracy,paired_numerator,paired_denominator,paired_accuracy,answer_flip_numerator,answer_flip_denominator,answer_flip_accuracy,prediction_flip_rate
current-final,2000,16000,vision,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
current-final,2000,16000,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blank,overall,62,600,0.10333333333333333,0,300,0.0,0,300,0.0,0.0
current-final,2000,16000,blank,color,18,100,0.18,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blank,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blank,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blank,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blank,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,blank,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,same_image,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.0
current-final,2000,16000,same_image,color,17,100,0.17,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,same_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,same_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,same_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,same_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,same_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,shuffled_image,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.04
current-final,2000,16000,shuffled_image,color,17,100,0.17,0,50,0.0,0,50,0.0,0.24
current-final,2000,16000,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,shuffled_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,shuffled_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,patch_permutation,overall,74,600,0.12333333333333334,0,300,0.0,0,300,0.0,0.15666666666666668
current-final,2000,16000,patch_permutation,color,14,100,0.14,0,50,0.0,0,50,0.0,0.24
current-final,2000,16000,patch_permutation,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.16
current-final,2000,16000,patch_permutation,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,patch_permutation,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.16
current-final,2000,16000,patch_permutation,shape,16,100,0.16,0,50,0.0,0,50,0.0,0.22
current-final,2000,16000,patch_permutation,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.16
current-final,2000,16000,paired_counterfactual_image,overall,85,600,0.14166666666666666,0,300,0.0,0,300,0.0,0.04
current-final,2000,16000,paired_counterfactual_image,color,15,100,0.15,0,50,0.0,0,50,0.0,0.24
current-final,2000,16000,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,paired_counterfactual_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,paired_counterfactual_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,background_matched_aux,overall,84,600,0.14,0,300,0.0,0,300,0.0,0.02
current-final,2000,16000,background_matched_aux,color,14,100,0.14,0,50,0.0,0,50,0.0,0.12
current-final,2000,16000,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,background_matched_aux,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,background_matched_aux,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
