modality,state,anchor_weight,condition,task,metric,pairs,mean
generation,anchor-1e-2,0.01,paired_counterfactual_image,ocr,prediction_flip,50,0.9
generation,anchor-1e-2,0.01,paired_counterfactual_image,shape,generation_paired,50,0.12
generation,anchor-1e-2,0.01,paired_counterfactual_image,shape,generation_sample,50,0.46
generation,anchor-1e-2,0.01,paired_counterfactual_image,shape,prediction_flip,50,0.74
generation,anchor-1e-2,0.01,paired_counterfactual_image,spatial,generation_paired,50,0.78
generation,anchor-1e-2,0.01,paired_counterfactual_image,spatial,generation_sample,50,0.89
generation,anchor-1e-2,0.01,paired_counterfactual_image,spatial,prediction_flip,50,0.78
generation,anchor-1e-2,0.01,vision,overall,generation_paired,300,0.3
generation,anchor-1e-2,0.01,vision,overall,generation_sample,300,0.475
generation,anchor-1e-2,0.01,vision,overall,prediction_flip,300,0.82
generation,anchor-1e-2,0.01,vision,color,generation_paired,50,0.58
generation,anchor-1e-2,0.01,vision,color,generation_sample,50,0.78
generation,anchor-1e-2,0.01,vision,color,prediction_flip,50,0.92
generation,anchor-1e-2,0.01,vision,coordinate,generation_paired,50,0.28
generation,anchor-1e-2,0.01,vision,coordinate,generation_sample,50,0.57
generation,anchor-1e-2,0.01,vision,coordinate,prediction_flip,50,0.96
generation,anchor-1e-2,0.01,vision,count,generation_paired,50,0.04
generation,anchor-1e-2,0.01,vision,count,generation_sample,50,0.15
generation,anchor-1e-2,0.01,vision,count,prediction_flip,50,0.62
generation,anchor-1e-2,0.01,vision,ocr,generation_paired,50,0.0
generation,anchor-1e-2,0.01,vision,ocr,generation_sample,50,0.0
generation,anchor-1e-2,0.01,vision,ocr,prediction_flip,50,0.9
generation,anchor-1e-2,0.01,vision,shape,generation_paired,50,0.12
generation,anchor-1e-2,0.01,vision,shape,generation_sample,50,0.46
generation,anchor-1e-2,0.01,vision,shape,prediction_flip,50,0.74
generation,anchor-1e-2,0.01,vision,spatial,generation_paired,50,0.78
generation,anchor-1e-2,0.01,vision,spatial,generation_sample,50,0.89
generation,anchor-1e-2,0.01,vision,spatial,prediction_flip,50,0.78
generation,anchor-1e-3,0.001,paired_counterfactual_image,overall,generation_paired,300,0.38333333333333336
generation,anchor-1e-3,0.001,paired_counterfactual_image,overall,generation_sample,300,0.5233333333333333
generation,anchor-1e-3,0.001,paired_counterfactual_image,overall,prediction_flip,300,0.86
generation,anchor-1e-3,0.001,paired_counterfactual_image,color,generation_paired,50,0.64
generation,anchor-1e-3,0.001,paired_counterfactual_image,color,generation_sample,50,0.81
generation,anchor-1e-3,0.001,paired_counterfactual_image,color,prediction_flip,50,0.94
generation,anchor-1e-3,0.001,paired_counterfactual_image,coordinate,generation_paired,50,0.52
generation,anchor-1e-3,0.001,paired_counterfactual_image,coordinate,generation_sample,50,0.74
generation,anchor-1e-3,0.001,paired_counterfactual_image,coordinate,prediction_flip,50,1.0
generation,anchor-1e-3,0.001,paired_counterfactual_image,count,generation_paired,50,0.02
generation,anchor-1e-3,0.001,paired_counterfactual_image,count,generation_sample,50,0.13
generation,anchor-1e-3,0.001,paired_counterfactual_image,count,prediction_flip,50,0.54
generation,anchor-1e-3,0.001,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,anchor-1e-3,0.001,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,anchor-1e-3,0.001,paired_counterfactual_image,ocr,prediction_flip,50,0.88
generation,anchor-1e-3,0.001,paired_counterfactual_image,shape,generation_paired,50,0.12
generation,anchor-1e-3,0.001,paired_counterfactual_image,shape,generation_sample,50,0.46
generation,anchor-1e-3,0.001,paired_counterfactual_image,shape,prediction_flip,50,0.8
generation,anchor-1e-3,0.001,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,anchor-1e-3,0.001,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,anchor-1e-3,0.001,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,anchor-1e-3,0.001,vision,overall,generation_paired,300,0.38333333333333336
generation,anchor-1e-3,0.001,vision,overall,generation_sample,300,0.5233333333333333
generation,anchor-1e-3,0.001,vision,overall,prediction_flip,300,0.86
generation,anchor-1e-3,0.001,vision,color,generation_paired,50,0.64
generation,anchor-1e-3,0.001,vision,color,generation_sample,50,0.81
generation,anchor-1e-3,0.001,vision,color,prediction_flip,50,0.94
generation,anchor-1e-3,0.001,vision,coordinate,generation_paired,50,0.52
generation,anchor-1e-3,0.001,vision,coordinate,generation_sample,50,0.74
generation,anchor-1e-3,0.001,vision,coordinate,prediction_flip,50,1.0
generation,anchor-1e-3,0.001,vision,count,generation_paired,50,0.02
generation,anchor-1e-3,0.001,vision,count,generation_sample,50,0.13
generation,anchor-1e-3,0.001,vision,count,prediction_flip,50,0.54
generation,anchor-1e-3,0.001,vision,ocr,generation_paired,50,0.0
generation,anchor-1e-3,0.001,vision,ocr,generation_sample,50,0.0
generation,anchor-1e-3,0.001,vision,ocr,prediction_flip,50,0.88
generation,anchor-1e-3,0.001,vision,shape,generation_paired,50,0.12
generation,anchor-1e-3,0.001,vision,shape,generation_sample,50,0.46
generation,anchor-1e-3,0.001,vision,shape,prediction_flip,50,0.8
generation,anchor-1e-3,0.001,vision,spatial,generation_paired,50,1.0
generation,anchor-1e-3,0.001,vision,spatial,generation_sample,50,1.0
generation,anchor-1e-3,0.001,vision,spatial,prediction_flip,50,1.0
generation,anchor-1e-4,0.0001,paired_counterfactual_image,overall,generation_paired,300,0.24666666666666667
generation,anchor-1e-4,0.0001,paired_counterfactual_image,overall,generation_sample,300,0.38166666666666665
generation,anchor-1e-4,0.0001,paired_counterfactual_image,overall,prediction_flip,300,0.8066666666666666
generation,anchor-1e-4,0.0001,paired_counterfactual_image,color,generation_paired,50,0.06
generation,anchor-1e-4,0.0001,paired_counterfactual_image,color,generation_sample,50,0.26
generation,anchor-1e-4,0.0001,paired_counterfactual_image,color,prediction_flip,50,0.72
generation,anchor-1e-4,0.0001,paired_counterfactual_image,coordinate,generation_paired,50,0.34
generation,anchor-1e-4,0.0001,paired_counterfactual_image,coordinate,generation_sample,50,0.61
generation,anchor-1e-4,0.0001,paired_counterfactual_image,coordinate,prediction_flip,50,0.92
generation,anchor-1e-4,0.0001,paired_counterfactual_image,count,generation_paired,50,0.02
generation,anchor-1e-4,0.0001,paired_counterfactual_image,count,generation_sample,50,0.12
generation,anchor-1e-4,0.0001,paired_counterfactual_image,count,prediction_flip,50,0.74
generation,anchor-1e-4,0.0001,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,anchor-1e-4,0.0001,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,anchor-1e-4,0.0001,paired_counterfactual_image,ocr,prediction_flip,50,0.86
generation,anchor-1e-4,0.0001,paired_counterfactual_image,shape,generation_paired,50,0.06
generation,anchor-1e-4,0.0001,paired_counterfactual_image,shape,generation_sample,50,0.3
generation,anchor-1e-4,0.0001,paired_counterfactual_image,shape,prediction_flip,50,0.6
generation,anchor-1e-4,0.0001,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,anchor-1e-4,0.0001,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,anchor-1e-4,0.0001,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,anchor-1e-4,0.0001,vision,overall,generation_paired,300,0.24666666666666667
generation,anchor-1e-4,0.0001,vision,overall,generation_sample,300,0.38166666666666665
generation,anchor-1e-4,0.0001,vision,overall,prediction_flip,300,0.8066666666666666
generation,anchor-1e-4,0.0001,vision,color,generation_paired,50,0.06
generation,anchor-1e-4,0.0001,vision,color,generation_sample,50,0.26
generation,anchor-1e-4,0.0001,vision,color,prediction_flip,50,0.72
generation,anchor-1e-4,0.0001,vision,coordinate,generation_paired,50,0.34
generation,anchor-1e-4,0.0001,vision,coordinate,generation_sample,50,0.61
generation,anchor-1e-4,0.0001,vision,coordinate,prediction_flip,50,0.92
generation,anchor-1e-4,0.0001,vision,count,generation_paired,50,0.02
generation,anchor-1e-4,0.0001,vision,count,generation_sample,50,0.12
generation,anchor-1e-4,0.0001,vision,count,prediction_flip,50,0.74
generation,anchor-1e-4,0.0001,vision,ocr,generation_paired,50,0.0
generation,anchor-1e-4,0.0001,vision,ocr,generation_sample,50,0.0
generation,anchor-1e-4,0.0001,vision,ocr,prediction_flip,50,0.86
generation,anchor-1e-4,0.0001,vision,shape,generation_paired,50,0.06
generation,anchor-1e-4,0.0001,vision,shape,generation_sample,50,0.3
generation,anchor-1e-4,0.0001,vision,shape,prediction_flip,50,0.6
generation,anchor-1e-4,0.0001,vision,spatial,generation_paired,50,1.0
generation,anchor-1e-4,0.0001,vision,spatial,generation_sample,50,1.0
generation,anchor-1e-4,0.0001,vision,spatial,prediction_flip,50,1.0
generation,resume-control,,paired_counterfactual_image,overall,generation_paired,300,0.25666666666666665
generation,resume-control,,paired_counterfactual_image,overall,generation_sample,300,0.41
generation,resume-control,,paired_counterfactual_image,overall,prediction_flip,300,0.7833333333333333
generation,resume-control,,paired_counterfactual_image,color,generation_paired,50,0.16
generation,resume-control,,paired_counterfactual_image,color,generation_sample,50,0.38
generation,resume-control,,paired_counterfactual_image,color,prediction_flip,50,0.7
generation,resume-control,,paired_counterfactual_image,coordinate,generation_paired,50,0.24
generation,resume-control,,paired_counterfactual_image,coordinate,generation_sample,50,0.51
generation,resume-control,,paired_counterfactual_image,coordinate,prediction_flip,50,0.88
generation,resume-control,,paired_counterfactual_image,count,generation_paired,50,0.02
generation,resume-control,,paired_counterfactual_image,count,generation_sample,50,0.11
generation,resume-control,,paired_counterfactual_image,count,prediction_flip,50,0.72
generation,resume-control,,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,resume-control,,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,resume-control,,paired_counterfactual_image,ocr,prediction_flip,50,0.84
generation,resume-control,,paired_counterfactual_image,shape,generation_paired,50,0.12
generation,resume-control,,paired_counterfactual_image,shape,generation_sample,50,0.46
generation,resume-control,,paired_counterfactual_image,shape,prediction_flip,50,0.56
generation,resume-control,,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,resume-control,,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,resume-control,,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,resume-control,,vision,overall,generation_paired,300,0.25666666666666665
generation,resume-control,,vision,overall,generation_sample,300,0.41
generation,resume-control,,vision,overall,prediction_flip,300,0.7833333333333333
generation,resume-control,,vision,color,generation_paired,50,0.16
generation,resume-control,,vision,color,generation_sample,50,0.38
generation,resume-control,,vision,color,prediction_flip,50,0.7
generation,resume-control,,vision,coordinate,generation_paired,50,0.24
generation,resume-control,,vision,coordinate,generation_sample,50,0.51
generation,resume-control,,vision,coordinate,prediction_flip,50,0.88
generation,resume-control,,vision,count,generation_paired,50,0.02
generation,resume-control,,vision,count,generation_sample,50,0.11
generation,resume-control,,vision,count,prediction_flip,50,0.72
generation,resume-control,,vision,ocr,generation_paired,50,0.0
generation,resume-control,,vision,ocr,generation_sample,50,0.0
generation,resume-control,,vision,ocr,prediction_flip,50,0.84
generation,resume-control,,vision,shape,generation_paired,50,0.12
generation,resume-control,,vision,shape,generation_sample,50,0.46
generation,resume-control,,vision,shape,prediction_flip,50,0.56
generation,resume-control,,vision,spatial,generation_paired,50,1.0
generation,resume-control,,vision,spatial,generation_sample,50,1.0
generation,resume-control,,vision,spatial,prediction_flip,50,1.0
