pairs_per_task,trial,task,mean_gap,ci95_low,ci95_high,triggered,sampling_seed,bootstrap_seed
8,159,spatial,0.25,0.0,0.625,False,28276731,28276732
8,160,color,0.5,0.125,0.875,False,28276826,28276827
8,160,coordinate,0.0,0.0,0.0,False,28276827,28276828
8,160,count,-0.5,-0.875,-0.125,True,28276828,28276829
8,160,ocr,0.125,0.0,0.375,False,28276829,28276830
8,160,shape,-0.125,-0.375,0.0,False,28276830,28276831
8,160,spatial,0.25,0.0,0.5,False,28276831,28276832
8,161,color,0.375,-0.125,0.875,False,28276926,28276927
8,161,coordinate,-0.125,-0.375,0.0,False,28276927,28276928
8,161,count,-0.375,-0.75,-0.125,True,28276928,28276929
8,161,ocr,0.0,0.0,0.0,False,28276929,28276930
8,161,shape,0.125,-0.25,0.5,False,28276930,28276931
8,161,spatial,0.375,0.125,0.75,False,28276931,28276932
8,162,color,0.25,0.0,0.625,False,28277026,28277027
8,162,coordinate,0.25,-0.25,0.75,False,28277027,28277028
8,162,count,-0.375,-0.75,-0.125,True,28277028,28277029
8,162,ocr,0.0,0.0,0.0,False,28277029,28277030
8,162,shape,-0.125,-0.375,0.0,False,28277030,28277031
8,162,spatial,0.375,0.125,0.75,False,28277031,28277032
8,163,color,0.0,-0.375,0.375,False,28277126,28277127
8,163,coordinate,0.5,0.125,0.875,False,28277127,28277128
8,163,count,-0.25,-0.5,0.0,False,28277128,28277129
8,163,ocr,-0.125,-0.375,0.0,False,28277129,28277130
8,163,shape,0.125,0.0,0.375,False,28277130,28277131
8,163,spatial,0.25,0.0,0.5,False,28277131,28277132
8,164,color,0.375,0.125,0.75,False,28277226,28277227
8,164,coordinate,0.0,-0.5,0.5,False,28277227,28277228
8,164,count,-0.125,-0.375,0.0,False,28277228,28277229
8,164,ocr,0.125,0.0,0.375,False,28277229,28277230
8,164,shape,0.0,-0.375,0.375,False,28277230,28277231
8,164,spatial,0.125,0.0,0.375,False,28277231,28277232
8,165,color,0.25,-0.25,0.75,False,28277326,28277327
8,165,coordinate,0.0,-0.5,0.5,False,28277327,28277328
8,165,count,0.0,0.0,0.0,False,28277328,28277329
8,165,ocr,0.125,0.0,0.375,False,28277329,28277330
8,165,shape,-0.125,-0.375,0.0,False,28277330,28277331
8,165,spatial,0.25,0.0,0.5,False,28277331,28277332
8,166,color,-0.25,-0.625,0.0,False,28277426,28277427
8,166,coordinate,-0.25,-0.5,0.0,False,28277427,28277428
8,166,count,-0.5,-0.875,-0.125,True,28277428,28277429
8,166,ocr,-0.125,-0.375,0.0,False,28277429,28277430
8,166,shape,0.0,0.0,0.0,False,28277430,28277431
8,166,spatial,0.375,0.0,0.75,False,28277431,28277432
8,167,color,0.375,0.0,0.75,False,28277526,28277527
8,167,coordinate,0.25,-0.25,0.625,False,28277527,28277528
8,167,count,-0.375,-0.75,-0.125,True,28277528,28277529
8,167,ocr,-0.125,-0.375,0.0,False,28277529,28277530
8,167,shape,0.125,0.0,0.375,False,28277530,28277531
8,167,spatial,0.375,0.125,0.75,False,28277531,28277532
8,168,color,0.0,-0.375,0.375,False,28277626,28277627
8,168,coordinate,0.25,-0.375,0.75,False,28277627,28277628
8,168,count,-0.375,-0.75,-0.125,True,28277628,28277629
8,168,ocr,0.0,0.0,0.0,False,28277629,28277630
8,168,shape,-0.125,-0.375,0.0,False,28277630,28277631
8,168,spatial,0.25,0.0,0.5,False,28277631,28277632
8,169,color,0.125,-0.25,0.5,False,28277726,28277727
8,169,coordinate,0.25,0.0,0.625,False,28277727,28277728
8,169,count,-0.25,-0.5,0.0,False,28277728,28277729
8,169,ocr,0.0,0.0,0.0,False,28277729,28277730
8,169,shape,0.0,-0.375,0.375,False,28277730,28277731
8,169,spatial,0.375,0.125,0.75,False,28277731,28277732
8,170,color,0.125,0.0,0.375,False,28277826,28277827
8,170,coordinate,0.25,-0.25,0.625,False,28277827,28277828
8,170,count,-0.125,-0.375,0.0,False,28277828,28277829
8,170,ocr,0.0,0.0,0.0,False,28277829,28277830
8,170,shape,-0.25,-0.625,0.0,False,28277830,28277831
8,170,spatial,0.25,0.0,0.625,False,28277831,28277832
8,171,color,0.125,0.0,0.375,False,28277926,28277927
8,171,coordinate,0.0,-0.375,0.375,False,28277927,28277928
8,171,count,-0.125,-0.375,0.0,False,28277928,28277929
8,171,ocr,0.0,0.0,0.0,False,28277929,28277930
8,171,shape,-0.125,-0.375,0.0,False,28277930,28277931
8,171,spatial,0.25,0.0,0.5,False,28277931,28277932
8,172,color,-0.125,-0.375,0.0,False,28278026,28278027
8,172,coordinate,0.25,0.0,0.625,False,28278027,28278028
8,172,count,-0.375,-0.75,0.0,False,28278028,28278029
8,172,ocr,0.0,0.0,0.0,False,28278029,28278030
8,172,shape,-0.125,-0.5,0.25,False,28278030,28278031
8,172,spatial,0.25,0.0,0.625,False,28278031,28278032
8,173,color,0.125,0.0,0.375,False,28278126,28278127
8,173,coordinate,0.375,0.125,0.75,False,28278127,28278128
8,173,count,-0.25,-0.625,0.0,False,28278128,28278129
8,173,ocr,0.125,0.0,0.375,False,28278129,28278130
8,173,shape,-0.125,-0.375,0.0,False,28278130,28278131
8,173,spatial,0.0,0.0,0.0,False,28278131,28278132
8,174,color,-0.125,-0.375,0.0,False,28278226,28278227
8,174,coordinate,0.25,-0.25,0.625,False,28278227,28278228
8,174,count,0.0,0.0,0.0,False,28278228,28278229
8,174,ocr,0.0,0.0,0.0,False,28278229,28278230
8,174,shape,0.0,-0.375,0.375,False,28278230,28278231
8,174,spatial,0.125,0.0,0.375,False,28278231,28278232
8,175,color,0.0,0.0,0.0,False,28278326,28278327
8,175,coordinate,0.125,-0.25,0.5,False,28278327,28278328
8,175,count,-0.375,-0.75,-0.125,True,28278328,28278329
8,175,ocr,0.25,0.0,0.5,False,28278329,28278330
8,175,shape,-0.125,-0.375,0.0,False,28278330,28278331
8,175,spatial,0.125,0.0,0.375,False,28278331,28278332
8,176,color,-0.125,-0.375,0.0,False,28278426,28278427
8,176,coordinate,0.0,-0.5,0.5,False,28278427,28278428
8,176,count,-0.25,-0.625,0.0,False,28278428,28278429
8,176,ocr,0.0,0.0,0.0,False,28278429,28278430
8,176,shape,0.125,0.0,0.375,False,28278430,28278431
8,176,spatial,0.125,0.0,0.375,False,28278431,28278432
8,177,color,0.125,0.0,0.375,False,28278526,28278527
8,177,coordinate,0.125,0.0,0.375,False,28278527,28278528
8,177,count,-0.625,-1.0,-0.25,True,28278528,28278529
8,177,ocr,0.0,0.0,0.0,False,28278529,28278530
8,177,shape,0.0,-0.375,0.375,False,28278530,28278531
8,177,spatial,0.5,0.125,0.875,False,28278531,28278532
8,178,color,0.125,0.0,0.375,False,28278626,28278627
8,178,coordinate,0.25,0.0,0.625,False,28278627,28278628
8,178,count,-0.125,-0.375,0.0,False,28278628,28278629
8,178,ocr,0.125,0.0,0.375,False,28278629,28278630
8,178,shape,-0.125,-0.375,0.0,False,28278630,28278631
8,178,spatial,0.125,0.0,0.375,False,28278631,28278632
8,179,color,0.0,-0.5,0.5,False,28278726,28278727
8,179,coordinate,0.125,-0.25,0.5,False,28278727,28278728
8,179,count,-0.25,-0.625,0.0,False,28278728,28278729
8,179,ocr,0.0,0.0,0.0,False,28278729,28278730
8,179,shape,0.125,0.0,0.375,False,28278730,28278731
8,179,spatial,0.125,0.0,0.375,False,28278731,28278732
8,180,color,0.25,0.0,0.625,False,28278826,28278827
8,180,coordinate,0.25,-0.375,0.75,False,28278827,28278828
8,180,count,-0.375,-0.75,-0.125,True,28278828,28278829
8,180,ocr,0.125,0.0,0.375,False,28278829,28278830
8,180,shape,0.125,0.0,0.375,False,28278830,28278831
8,180,spatial,0.25,0.0,0.5,False,28278831,28278832
8,181,color,0.125,-0.25,0.5,False,28278926,28278927
8,181,coordinate,-0.125,-0.5,0.25,False,28278927,28278928
8,181,count,-0.375,-0.75,-0.125,True,28278928,28278929
8,181,ocr,0.125,0.0,0.375,False,28278929,28278930
8,181,shape,0.0,0.0,0.0,False,28278930,28278931
8,181,spatial,0.125,0.0,0.375,False,28278931,28278932
8,182,color,0.125,-0.25,0.5,False,28279026,28279027
8,182,coordinate,0.375,-0.125,0.875,False,28279027,28279028
8,182,count,-0.25,-0.625,0.0,False,28279028,28279029
8,182,ocr,-0.125,-0.375,0.0,False,28279029,28279030
8,182,shape,0.0,-0.375,0.375,False,28279030,28279031
8,182,spatial,0.125,0.0,0.375,False,28279031,28279032
8,183,color,0.0,-0.375,0.375,False,28279126,28279127
8,183,coordinate,0.0,-0.375,0.375,False,28279127,28279128
8,183,count,-0.375,-0.75,-0.125,True,28279128,28279129
8,183,ocr,0.0,0.0,0.0,False,28279129,28279130
8,183,shape,0.25,0.0,0.5,False,28279130,28279131
8,183,spatial,0.125,0.0,0.375,False,28279131,28279132
8,184,color,0.0,-0.5,0.5,False,28279226,28279227
8,184,coordinate,0.125,0.0,0.375,False,28279227,28279228
8,184,count,-0.75,-1.0,-0.375,True,28279228,28279229
8,184,ocr,0.125,0.0,0.375,False,28279229,28279230
8,184,shape,-0.125,-0.375,0.0,False,28279230,28279231
8,184,spatial,0.375,0.0,0.75,False,28279231,28279232
8,185,color,0.25,0.0,0.5,False,28279326,28279327
8,185,coordinate,0.25,-0.25,0.625,False,28279327,28279328
8,185,count,0.0,0.0,0.0,False,28279328,28279329
8,185,ocr,0.0,0.0,0.0,False,28279329,28279330
8,185,shape,-0.125,-0.375,0.0,False,28279330,28279331
8,185,spatial,0.125,0.0,0.375,False,28279331,28279332
8,186,color,0.25,0.0,0.625,False,28279426,28279427
8,186,coordinate,0.0,-0.375,0.375,False,28279427,28279428
8,186,count,-0.375,-0.75,-0.125,True,28279428,28279429
8,186,ocr,-0.125,-0.375,0.0,False,28279429,28279430
8,186,shape,0.0,-0.375,0.375,False,28279430,28279431
8,186,spatial,0.5,0.125,0.875,False,28279431,28279432
8,187,color,-0.125,-0.375,0.0,False,28279526,28279527
8,187,coordinate,0.125,0.0,0.375,False,28279527,28279528
8,187,count,-0.25,-0.5,0.0,False,28279528,28279529
8,187,ocr,0.125,0.0,0.375,False,28279529,28279530
8,187,shape,0.0,0.0,0.0,False,28279530,28279531
8,187,spatial,0.0,0.0,0.0,False,28279531,28279532
8,188,color,0.5,0.0,1.0,False,28279626,28279627
8,188,coordinate,0.375,0.0,0.75,False,28279627,28279628
8,188,count,-0.375,-0.75,0.0,False,28279628,28279629
8,188,ocr,-0.125,-0.375,0.0,False,28279629,28279630
8,188,shape,-0.125,-0.5,0.25,False,28279630,28279631
8,188,spatial,0.25,0.0,0.5,False,28279631,28279632
8,189,color,0.25,0.0,0.625,False,28279726,28279727
8,189,coordinate,-0.125,-0.5,0.25,False,28279727,28279728
8,189,count,-0.125,-0.375,0.0,False,28279728,28279729
8,189,ocr,0.0,0.0,0.0,False,28279729,28279730
8,189,shape,0.0,0.0,0.0,False,28279730,28279731
8,189,spatial,0.25,0.0,0.625,False,28279731,28279732
8,190,color,0.125,-0.25,0.5,False,28279826,28279827
8,190,coordinate,0.25,0.0,0.625,False,28279827,28279828
8,190,count,-0.25,-0.625,0.0,False,28279828,28279829
8,190,ocr,0.0,-0.375,0.375,False,28279829,28279830
8,190,shape,0.0,0.0,0.0,False,28279830,28279831
8,190,spatial,0.125,0.0,0.375,False,28279831,28279832
8,191,color,0.25,0.0,0.625,False,28279926,28279927
8,191,coordinate,-0.25,-0.75,0.25,False,28279927,28279928
8,191,count,-0.125,-0.375,0.0,False,28279928,28279929
8,191,ocr,0.0,0.0,0.0,False,28279929,28279930
8,191,shape,0.25,0.0,0.5,False,28279930,28279931
8,191,spatial,0.375,0.0,0.75,False,28279931,28279932
8,192,color,0.125,-0.25,0.5,False,28280026,28280027
8,192,coordinate,0.25,-0.25,0.75,False,28280027,28280028
8,192,count,-0.125,-0.375,0.0,False,28280028,28280029
8,192,ocr,0.0,0.0,0.0,False,28280029,28280030
8,192,shape,0.125,0.0,0.375,False,28280030,28280031
8,192,spatial,0.25,0.0,0.625,False,28280031,28280032
8,193,color,0.25,0.0,0.5,False,28280126,28280127
8,193,coordinate,0.125,0.0,0.375,False,28280127,28280128
8,193,count,-0.25,-0.625,0.0,False,28280128,28280129
8,193,ocr,0.0,0.0,0.0,False,28280129,28280130
8,193,shape,-0.125,-0.375,0.0,False,28280130,28280131
8,193,spatial,0.125,0.0,0.375,False,28280131,28280132
8,194,color,0.25,0.0,0.625,False,28280226,28280227
8,194,coordinate,0.375,-0.125,0.875,False,28280227,28280228
8,194,count,-0.375,-0.75,0.0,False,28280228,28280229
8,194,ocr,0.0,0.0,0.0,False,28280229,28280230
8,194,shape,-0.25,-0.625,0.0,False,28280230,28280231
8,194,spatial,0.25,0.0,0.625,False,28280231,28280232
8,195,color,0.0,0.0,0.0,False,28280326,28280327
8,195,coordinate,0.125,0.0,0.375,False,28280327,28280328
8,195,count,-0.25,-0.5,0.0,False,28280328,28280329
8,195,ocr,0.0,0.0,0.0,False,28280329,28280330
8,195,shape,-0.125,-0.375,0.0,False,28280330,28280331
8,195,spatial,0.375,0.125,0.75,False,28280331,28280332
8,196,color,0.25,0.0,0.625,False,28280426,28280427
8,196,coordinate,0.125,-0.25,0.5,False,28280427,28280428
8,196,count,-0.25,-0.625,0.0,False,28280428,28280429
8,196,ocr,0.0,0.0,0.0,False,28280429,28280430
8,196,shape,-0.125,-0.375,0.0,False,28280430,28280431
8,196,spatial,0.0,0.0,0.0,False,28280431,28280432
8,197,color,0.125,0.0,0.375,False,28280526,28280527
8,197,coordinate,0.0,-0.375,0.375,False,28280527,28280528
8,197,count,-0.625,-1.0,-0.25,True,28280528,28280529
8,197,ocr,0.0,-0.375,0.375,False,28280529,28280530
8,197,shape,-0.125,-0.375,0.0,False,28280530,28280531
8,197,spatial,0.375,0.0,0.75,False,28280531,28280532
8,198,color,0.0,-0.5,0.5,False,28280626,28280627
8,198,coordinate,0.125,-0.25,0.5,False,28280627,28280628
8,198,count,-0.625,-0.875,-0.25,True,28280628,28280629
8,198,ocr,-0.125,-0.375,0.0,False,28280629,28280630
8,198,shape,0.0,0.0,0.0,False,28280630,28280631
8,198,spatial,0.125,0.0,0.375,False,28280631,28280632
8,199,color,0.5,0.125,0.875,False,28280726,28280727
8,199,coordinate,0.125,-0.25,0.5,False,28280727,28280728
8,199,count,-0.25,-0.5,0.0,False,28280728,28280729
8,199,ocr,0.0,0.0,0.0,False,28280729,28280730
8,199,shape,-0.125,-0.5,0.25,False,28280730,28280731
8,199,spatial,0.125,0.0,0.375,False,28280731,28280732
16,0,color,0.3125,0.125,0.5625,False,36260826,36260827
16,0,coordinate,0.1875,-0.0625,0.4375,False,36260827,36260828
16,0,count,-0.3125,-0.5625,-0.125,True,36260828,36260829
16,0,ocr,0.0625,0.0,0.1875,False,36260829,36260830
16,0,shape,-0.0625,-0.3125,0.1875,False,36260830,36260831
16,0,spatial,0.5,0.25,0.75,False,36260831,36260832
16,1,color,0.0625,-0.1875,0.3125,False,36260926,36260927
16,1,coordinate,0.1875,-0.0625,0.4375,False,36260927,36260928
16,1,count,-0.1875,-0.375,0.0,False,36260928,36260929
16,1,ocr,0.0625,0.0,0.1875,False,36260929,36260930
16,1,shape,-0.125,-0.4375,0.1875,False,36260930,36260931
16,1,spatial,0.125,0.0,0.3125,False,36260931,36260932
16,2,color,0.125,0.0,0.3125,False,36261026,36261027
16,2,coordinate,0.0625,0.0,0.1875,False,36261027,36261028
16,2,count,-0.25,-0.4375,-0.0625,True,36261028,36261029
16,2,ocr,0.0,0.0,0.0,False,36261029,36261030
16,2,shape,-0.0625,-0.1875,0.0,False,36261030,36261031
16,2,spatial,0.375,0.125,0.625,False,36261031,36261032
16,3,color,0.125,-0.25,0.4375,False,36261126,36261127
16,3,coordinate,0.375,0.125,0.625,False,36261127,36261128
16,3,count,-0.375,-0.625,-0.125,True,36261128,36261129
16,3,ocr,0.0625,-0.125,0.25,False,36261129,36261130
16,3,shape,0.0625,0.0,0.1875,False,36261130,36261131
16,3,spatial,0.25,0.0625,0.5,False,36261131,36261132
16,4,color,-0.125,-0.4375,0.1875,False,36261226,36261227
16,4,coordinate,0.0625,-0.3125,0.4375,False,36261227,36261228
16,4,count,-0.375,-0.625,-0.125,True,36261228,36261229
16,4,ocr,0.0625,0.0,0.1875,False,36261229,36261230
16,4,shape,-0.125,-0.375,0.125,False,36261230,36261231
16,4,spatial,0.0625,0.0,0.1875,False,36261231,36261232
16,5,color,0.5,0.1875,0.8125,False,36261326,36261327
16,5,coordinate,0.0625,-0.125,0.3125,False,36261327,36261328
16,5,count,-0.3125,-0.5625,-0.125,True,36261328,36261329
16,5,ocr,0.0,-0.1875,0.1875,False,36261329,36261330
16,5,shape,0.0,0.0,0.0,False,36261330,36261331
16,5,spatial,0.25,0.0625,0.5,False,36261331,36261332
16,6,color,0.375,0.0625,0.6875,False,36261426,36261427
16,6,coordinate,0.0,-0.25,0.25,False,36261427,36261428
16,6,count,-0.3125,-0.5625,-0.125,True,36261428,36261429
16,6,ocr,0.0,-0.25,0.25,False,36261429,36261430
16,6,shape,0.0625,0.0,0.1875,False,36261430,36261431
16,6,spatial,0.25,0.0625,0.4375,False,36261431,36261432
16,7,color,0.5,0.25,0.75,False,36261526,36261527
16,7,coordinate,0.375,0.0625,0.6875,False,36261527,36261528
16,7,count,-0.3125,-0.5625,-0.125,True,36261528,36261529
16,7,ocr,0.0625,0.0,0.1875,False,36261529,36261530
16,7,shape,-0.125,-0.375,0.125,False,36261530,36261531
16,7,spatial,0.0625,0.0,0.1875,False,36261531,36261532
16,8,color,0.0625,-0.125,0.25,False,36261626,36261627
16,8,coordinate,0.1875,0.0,0.375,False,36261627,36261628
16,8,count,-0.3125,-0.5625,-0.125,True,36261628,36261629
16,8,ocr,0.0625,0.0,0.1875,False,36261629,36261630
16,8,shape,-0.125,-0.3125,0.0,False,36261630,36261631
16,8,spatial,0.1875,0.0,0.375,False,36261631,36261632
16,9,color,0.3125,0.0,0.5625,False,36261726,36261727
16,9,coordinate,0.0625,-0.125,0.25,False,36261727,36261728
16,9,count,-0.25,-0.4375,-0.0625,True,36261728,36261729
16,9,ocr,0.0,0.0,0.0,False,36261729,36261730
16,9,shape,-0.0625,-0.25,0.125,False,36261730,36261731
16,9,spatial,0.3125,0.125,0.5625,False,36261731,36261732
16,10,color,0.1875,-0.125,0.5,False,36261826,36261827
16,10,coordinate,0.125,-0.1875,0.4375,False,36261827,36261828
16,10,count,-0.25,-0.5,-0.0625,True,36261828,36261829
16,10,ocr,0.125,0.0,0.3125,False,36261829,36261830
16,10,shape,-0.0625,-0.25,0.125,False,36261830,36261831
16,10,spatial,0.1875,0.0,0.375,False,36261831,36261832
16,11,color,0.375,0.125,0.625,False,36261926,36261927
16,11,coordinate,0.25,0.0625,0.5,False,36261927,36261928
16,11,count,-0.125,-0.3125,0.0,False,36261928,36261929
16,11,ocr,0.0625,0.0,0.1875,False,36261929,36261930
16,11,shape,-0.0625,-0.25,0.125,False,36261930,36261931
16,11,spatial,0.25,0.0625,0.5,False,36261931,36261932
16,12,color,0.4375,0.1875,0.6875,False,36262026,36262027
16,12,coordinate,-0.0625,-0.3125,0.1875,False,36262027,36262028
16,12,count,-0.75,-0.9375,-0.5,True,36262028,36262029
16,12,ocr,0.0,0.0,0.0,False,36262029,36262030
16,12,shape,0.0,-0.1875,0.1875,False,36262030,36262031
16,12,spatial,0.3125,0.125,0.5625,False,36262031,36262032
16,13,color,0.0625,-0.125,0.25,False,36262126,36262127
16,13,coordinate,0.1875,0.0,0.375,False,36262127,36262128
16,13,count,-0.25,-0.5,-0.0625,True,36262128,36262129
16,13,ocr,0.0,-0.1875,0.1875,False,36262129,36262130
16,13,shape,0.125,0.0,0.3125,False,36262130,36262131
16,13,spatial,0.1875,0.0,0.375,False,36262131,36262132
16,14,color,0.1875,-0.0625,0.4375,False,36262226,36262227
16,14,coordinate,-0.0625,-0.25,0.125,False,36262227,36262228
16,14,count,-0.125,-0.3125,0.0,False,36262228,36262229
16,14,ocr,-0.0625,-0.1875,0.0,False,36262229,36262230
16,14,shape,-0.0625,-0.3125,0.125,False,36262230,36262231
16,14,spatial,0.1875,0.0,0.375,False,36262231,36262232
16,15,color,0.375,0.125,0.625,False,36262326,36262327
16,15,coordinate,0.0625,-0.125,0.25,False,36262327,36262328
16,15,count,-0.3125,-0.5625,-0.125,True,36262328,36262329
16,15,ocr,0.0625,0.0,0.1875,False,36262329,36262330
16,15,shape,0.0,0.0,0.0,False,36262330,36262331
16,15,spatial,0.1875,0.0,0.375,False,36262331,36262332
16,16,color,0.375,0.0625,0.6875,False,36262426,36262427
16,16,coordinate,0.25,0.0,0.5,False,36262427,36262428
16,16,count,-0.375,-0.625,-0.125,True,36262428,36262429
16,16,ocr,0.0625,0.0,0.1875,False,36262429,36262430
16,16,shape,-0.1875,-0.375,0.0,False,36262430,36262431
16,16,spatial,0.25,0.0625,0.4375,False,36262431,36262432
16,17,color,0.25,0.0625,0.5,False,36262526,36262527
16,17,coordinate,0.125,-0.125,0.375,False,36262527,36262528
16,17,count,-0.3125,-0.5625,-0.125,True,36262528,36262529
16,17,ocr,0.0625,0.0,0.1875,False,36262529,36262530
16,17,shape,0.0,0.0,0.0,False,36262530,36262531
16,17,spatial,0.3125,0.125,0.5625,False,36262531,36262532
16,18,color,0.25,0.0625,0.5,False,36262626,36262627
16,18,coordinate,0.1875,-0.0625,0.4375,False,36262627,36262628
16,18,count,-0.4375,-0.6875,-0.1875,True,36262628,36262629
16,18,ocr,0.0,0.0,0.0,False,36262629,36262630
16,18,shape,-0.0625,-0.1875,0.0,False,36262630,36262631
16,18,spatial,0.25,0.0625,0.5,False,36262631,36262632
16,19,color,0.5,0.25,0.75,False,36262726,36262727
16,19,coordinate,0.125,-0.125,0.375,False,36262727,36262728
16,19,count,-0.1875,-0.375,0.0,False,36262728,36262729
16,19,ocr,-0.0625,-0.1875,0.0,False,36262729,36262730
16,19,shape,-0.1875,-0.375,0.0,False,36262730,36262731
16,19,spatial,0.3125,0.125,0.5625,False,36262731,36262732
16,20,color,0.375,0.125,0.625,False,36262826,36262827
16,20,coordinate,0.1875,-0.0625,0.4375,False,36262827,36262828
16,20,count,-0.1875,-0.375,0.0,False,36262828,36262829
16,20,ocr,-0.0625,-0.1875,0.0,False,36262829,36262830
16,20,shape,-0.125,-0.3125,0.0,False,36262830,36262831
16,20,spatial,0.3125,0.125,0.5,False,36262831,36262832
16,21,color,0.0,-0.25,0.25,False,36262926,36262927
16,21,coordinate,0.0,-0.25,0.25,False,36262927,36262928
16,21,count,-0.4375,-0.6875,-0.1875,True,36262928,36262929
16,21,ocr,-0.0625,-0.1875,0.0,False,36262929,36262930
16,21,shape,-0.0625,-0.1875,0.0,False,36262930,36262931
16,21,spatial,0.25,0.0625,0.4375,False,36262931,36262932
16,22,color,0.1875,-0.0625,0.4375,False,36263026,36263027
16,22,coordinate,-0.0625,-0.3125,0.1875,False,36263027,36263028
16,22,count,-0.25,-0.5,-0.0625,True,36263028,36263029
16,22,ocr,0.0625,0.0,0.1875,False,36263029,36263030
16,22,shape,0.0,-0.1875,0.1875,False,36263030,36263031
16,22,spatial,0.125,0.0,0.3125,False,36263031,36263032
16,23,color,0.3125,0.125,0.5625,False,36263126,36263127
16,23,coordinate,0.0625,-0.25,0.375,False,36263127,36263128
16,23,count,-0.3125,-0.5625,-0.125,True,36263128,36263129
16,23,ocr,0.125,0.0,0.3125,False,36263129,36263130
16,23,shape,0.0,-0.1875,0.1875,False,36263130,36263131
16,23,spatial,0.3125,0.125,0.5625,False,36263131,36263132
16,24,color,0.3125,0.0,0.625,False,36263226,36263227
16,24,coordinate,-0.25,-0.5,-0.0625,True,36263227,36263228
16,24,count,-0.25,-0.5,-0.0625,True,36263228,36263229
16,24,ocr,0.0,-0.1875,0.1875,False,36263229,36263230
16,24,shape,0.0625,-0.125,0.25,False,36263230,36263231
16,24,spatial,0.3125,0.125,0.5625,False,36263231,36263232
16,25,color,0.25,0.0,0.5,False,36263326,36263327
16,25,coordinate,-0.0625,-0.25,0.125,False,36263327,36263328
16,25,count,-0.3125,-0.5625,-0.125,True,36263328,36263329
16,25,ocr,-0.0625,-0.1875,0.0,False,36263329,36263330
16,25,shape,-0.0625,-0.1875,0.0,False,36263330,36263331
16,25,spatial,0.3125,0.125,0.5625,False,36263331,36263332
16,26,color,0.1875,0.0,0.375,False,36263426,36263427
16,26,coordinate,0.0,-0.3125,0.3125,False,36263427,36263428
16,26,count,-0.375,-0.625,-0.125,True,36263428,36263429
16,26,ocr,0.125,0.0,0.3125,False,36263429,36263430
16,26,shape,0.0,-0.25,0.25,False,36263430,36263431
16,26,spatial,0.375,0.125,0.625,False,36263431,36263432
16,27,color,0.1875,-0.125,0.5,False,36263526,36263527
16,27,coordinate,0.25,0.0,0.5,False,36263527,36263528
16,27,count,-0.375,-0.625,-0.125,True,36263528,36263529
16,27,ocr,0.0625,-0.125,0.25,False,36263529,36263530
16,27,shape,-0.125,-0.3125,0.0,False,36263530,36263531
16,27,spatial,0.4375,0.1875,0.6875,False,36263531,36263532
16,28,color,0.125,-0.125,0.375,False,36263626,36263627
16,28,coordinate,0.125,-0.125,0.375,False,36263627,36263628
16,28,count,-0.5,-0.75,-0.25,True,36263628,36263629
16,28,ocr,0.0,0.0,0.0,False,36263629,36263630
16,28,shape,-0.0625,-0.1875,0.0,False,36263630,36263631
16,28,spatial,0.3125,0.125,0.5625,False,36263631,36263632
16,29,color,0.4375,0.1875,0.6875,False,36263726,36263727
16,29,coordinate,0.375,0.125,0.625,False,36263727,36263728
16,29,count,-0.375,-0.625,-0.125,True,36263728,36263729
16,29,ocr,0.125,0.0,0.3125,False,36263729,36263730
16,29,shape,-0.125,-0.3125,0.0,False,36263730,36263731
16,29,spatial,0.1875,0.0,0.375,False,36263731,36263732
16,30,color,0.25,0.0625,0.5,False,36263826,36263827
16,30,coordinate,-0.1875,-0.375,0.0,False,36263827,36263828
16,30,count,-0.25,-0.5,-0.0625,True,36263828,36263829
16,30,ocr,0.0,-0.1875,0.1875,False,36263829,36263830
16,30,shape,-0.125,-0.3125,0.0,False,36263830,36263831
16,30,spatial,0.25,0.0625,0.5,False,36263831,36263832
16,31,color,0.0625,0.0,0.1875,False,36263926,36263927
16,31,coordinate,0.125,-0.125,0.375,False,36263927,36263928
16,31,count,-0.3125,-0.5625,-0.125,True,36263928,36263929
16,31,ocr,0.125,0.0,0.3125,False,36263929,36263930
16,31,shape,-0.125,-0.375,0.125,False,36263930,36263931
16,31,spatial,0.1875,0.0,0.375,False,36263931,36263932
16,32,color,0.125,0.0,0.3125,False,36264026,36264027
16,32,coordinate,0.1875,0.0,0.375,False,36264027,36264028
16,32,count,-0.25,-0.5,-0.0625,True,36264028,36264029
16,32,ocr,0.0,0.0,0.0,False,36264029,36264030
16,32,shape,0.125,-0.125,0.375,False,36264030,36264031
16,32,spatial,0.125,0.0,0.3125,False,36264031,36264032
16,33,color,0.125,-0.1875,0.4375,False,36264126,36264127
16,33,coordinate,0.125,-0.125,0.375,False,36264127,36264128
16,33,count,-0.125,-0.3125,0.0,False,36264128,36264129
16,33,ocr,0.0,-0.1875,0.125,False,36264129,36264130
16,33,shape,0.0625,-0.125,0.25,False,36264130,36264131
16,33,spatial,0.3125,0.125,0.5625,False,36264131,36264132
16,34,color,0.375,0.125,0.625,False,36264226,36264227
16,34,coordinate,0.1875,-0.0625,0.4375,False,36264227,36264228
16,34,count,-0.25,-0.5,-0.0625,True,36264228,36264229
16,34,ocr,-0.0625,-0.1875,0.0,False,36264229,36264230
16,34,shape,-0.125,-0.3125,0.0,False,36264230,36264231
16,34,spatial,0.125,0.0,0.3125,False,36264231,36264232
