modality,checkpoint,condition,task,metric,pairs,mean
generation,step-001500,paired_counterfactual_image,count,prediction_flip,50,0.0
generation,step-001500,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,step-001500,paired_counterfactual_image,ocr,prediction_flip,50,0.5
generation,step-001500,paired_counterfactual_image,shape,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,shape,generation_sample,50,0.26
generation,step-001500,paired_counterfactual_image,shape,prediction_flip,50,0.0
generation,step-001500,paired_counterfactual_image,spatial,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,spatial,generation_sample,50,0.22
generation,step-001500,paired_counterfactual_image,spatial,prediction_flip,50,0.22
generation,step-001500,shuffled_image,overall,generation_paired,300,0.0
generation,step-001500,shuffled_image,overall,generation_sample,300,0.14666666666666667
generation,step-001500,shuffled_image,overall,prediction_flip,300,0.19
generation,step-001500,shuffled_image,color,generation_paired,50,0.0
generation,step-001500,shuffled_image,color,generation_sample,50,0.18
generation,step-001500,shuffled_image,color,prediction_flip,50,0.34
generation,step-001500,shuffled_image,coordinate,generation_paired,50,0.0
generation,step-001500,shuffled_image,coordinate,generation_sample,50,0.0
generation,step-001500,shuffled_image,coordinate,prediction_flip,50,0.42
generation,step-001500,shuffled_image,count,generation_paired,50,0.0
generation,step-001500,shuffled_image,count,generation_sample,50,0.11
generation,step-001500,shuffled_image,count,prediction_flip,50,0.0
generation,step-001500,shuffled_image,ocr,generation_paired,50,0.0
generation,step-001500,shuffled_image,ocr,generation_sample,50,0.0
generation,step-001500,shuffled_image,ocr,prediction_flip,50,0.38
generation,step-001500,shuffled_image,shape,generation_paired,50,0.0
generation,step-001500,shuffled_image,shape,generation_sample,50,0.26
generation,step-001500,shuffled_image,shape,prediction_flip,50,0.0
generation,step-001500,shuffled_image,spatial,generation_paired,50,0.0
generation,step-001500,shuffled_image,spatial,generation_sample,50,0.33
generation,step-001500,shuffled_image,spatial,prediction_flip,50,0.0
generation,step-001500,vision,overall,generation_paired,300,0.0
generation,step-001500,vision,overall,generation_sample,300,0.135
generation,step-001500,vision,overall,prediction_flip,300,0.2733333333333333
generation,step-001500,vision,color,generation_paired,50,0.0
generation,step-001500,vision,color,generation_sample,50,0.22
generation,step-001500,vision,color,prediction_flip,50,0.4
generation,step-001500,vision,coordinate,generation_paired,50,0.0
generation,step-001500,vision,coordinate,generation_sample,50,0.0
generation,step-001500,vision,coordinate,prediction_flip,50,0.52
generation,step-001500,vision,count,generation_paired,50,0.0
generation,step-001500,vision,count,generation_sample,50,0.11
generation,step-001500,vision,count,prediction_flip,50,0.0
generation,step-001500,vision,ocr,generation_paired,50,0.0
generation,step-001500,vision,ocr,generation_sample,50,0.0
generation,step-001500,vision,ocr,prediction_flip,50,0.5
generation,step-001500,vision,shape,generation_paired,50,0.0
generation,step-001500,vision,shape,generation_sample,50,0.26
generation,step-001500,vision,shape,prediction_flip,50,0.0
generation,step-001500,vision,spatial,generation_paired,50,0.0
generation,step-001500,vision,spatial,generation_sample,50,0.22
generation,step-001500,vision,spatial,prediction_flip,50,0.22
generation,balanced-projector-step25,background_matched_aux,overall,generation_paired,300,0.0
generation,balanced-projector-step25,background_matched_aux,overall,generation_sample,300,0.13833333333333334
generation,balanced-projector-step25,background_matched_aux,overall,prediction_flip,300,0.0
generation,balanced-projector-step25,background_matched_aux,color,generation_paired,50,0.0
generation,balanced-projector-step25,background_matched_aux,color,generation_sample,50,0.13
generation,balanced-projector-step25,background_matched_aux,color,prediction_flip,50,0.0
generation,balanced-projector-step25,background_matched_aux,coordinate,generation_paired,50,0.0
generation,balanced-projector-step25,background_matched_aux,coordinate,generation_sample,50,0.0
generation,balanced-projector-step25,background_matched_aux,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step25,background_matched_aux,count,generation_paired,50,0.0
generation,balanced-projector-step25,background_matched_aux,count,generation_sample,50,0.11
generation,balanced-projector-step25,background_matched_aux,count,prediction_flip,50,0.0
generation,balanced-projector-step25,background_matched_aux,ocr,generation_paired,50,0.0
generation,balanced-projector-step25,background_matched_aux,ocr,generation_sample,50,0.0
generation,balanced-projector-step25,background_matched_aux,ocr,prediction_flip,50,0.0
generation,balanced-projector-step25,background_matched_aux,shape,generation_paired,50,0.0
generation,balanced-projector-step25,background_matched_aux,shape,generation_sample,50,0.26
generation,balanced-projector-step25,background_matched_aux,shape,prediction_flip,50,0.0
generation,balanced-projector-step25,background_matched_aux,spatial,generation_paired,50,0.0
generation,balanced-projector-step25,background_matched_aux,spatial,generation_sample,50,0.33
generation,balanced-projector-step25,background_matched_aux,spatial,prediction_flip,50,0.0
generation,balanced-projector-step25,blind,overall,generation_paired,300,0.0
generation,balanced-projector-step25,blind,overall,generation_sample,300,0.0
generation,balanced-projector-step25,blind,overall,prediction_flip,300,0.0
generation,balanced-projector-step25,blind,color,generation_paired,50,0.0
generation,balanced-projector-step25,blind,color,generation_sample,50,0.0
generation,balanced-projector-step25,blind,color,prediction_flip,50,0.0
generation,balanced-projector-step25,blind,coordinate,generation_paired,50,0.0
generation,balanced-projector-step25,blind,coordinate,generation_sample,50,0.0
generation,balanced-projector-step25,blind,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step25,blind,count,generation_paired,50,0.0
generation,balanced-projector-step25,blind,count,generation_sample,50,0.0
generation,balanced-projector-step25,blind,count,prediction_flip,50,0.0
generation,balanced-projector-step25,blind,ocr,generation_paired,50,0.0
generation,balanced-projector-step25,blind,ocr,generation_sample,50,0.0
generation,balanced-projector-step25,blind,ocr,prediction_flip,50,0.0
generation,balanced-projector-step25,blind,shape,generation_paired,50,0.0
generation,balanced-projector-step25,blind,shape,generation_sample,50,0.0
generation,balanced-projector-step25,blind,shape,prediction_flip,50,0.0
generation,balanced-projector-step25,blind,spatial,generation_paired,50,0.0
generation,balanced-projector-step25,blind,spatial,generation_sample,50,0.0
generation,balanced-projector-step25,blind,spatial,prediction_flip,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,overall,generation_paired,300,0.0
generation,balanced-projector-step25,paired_counterfactual_image,overall,generation_sample,300,0.13833333333333334
generation,balanced-projector-step25,paired_counterfactual_image,overall,prediction_flip,300,0.01
generation,balanced-projector-step25,paired_counterfactual_image,color,generation_paired,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,color,generation_sample,50,0.13
generation,balanced-projector-step25,paired_counterfactual_image,color,prediction_flip,50,0.06
generation,balanced-projector-step25,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,count,generation_paired,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,count,generation_sample,50,0.11
generation,balanced-projector-step25,paired_counterfactual_image,count,prediction_flip,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,ocr,prediction_flip,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,shape,generation_paired,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,shape,generation_sample,50,0.26
generation,balanced-projector-step25,paired_counterfactual_image,shape,prediction_flip,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,spatial,generation_paired,50,0.0
generation,balanced-projector-step25,paired_counterfactual_image,spatial,generation_sample,50,0.33
generation,balanced-projector-step25,paired_counterfactual_image,spatial,prediction_flip,50,0.0
generation,balanced-projector-step25,shuffled_image,overall,generation_paired,300,0.0
generation,balanced-projector-step25,shuffled_image,overall,generation_sample,300,0.13833333333333334
generation,balanced-projector-step25,shuffled_image,overall,prediction_flip,300,0.02
generation,balanced-projector-step25,shuffled_image,color,generation_paired,50,0.0
generation,balanced-projector-step25,shuffled_image,color,generation_sample,50,0.13
generation,balanced-projector-step25,shuffled_image,color,prediction_flip,50,0.08
generation,balanced-projector-step25,shuffled_image,coordinate,generation_paired,50,0.0
generation,balanced-projector-step25,shuffled_image,coordinate,generation_sample,50,0.0
generation,balanced-projector-step25,shuffled_image,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step25,shuffled_image,count,generation_paired,50,0.0
generation,balanced-projector-step25,shuffled_image,count,generation_sample,50,0.11
generation,balanced-projector-step25,shuffled_image,count,prediction_flip,50,0.0
generation,balanced-projector-step25,shuffled_image,ocr,generation_paired,50,0.0
generation,balanced-projector-step25,shuffled_image,ocr,generation_sample,50,0.0
generation,balanced-projector-step25,shuffled_image,ocr,prediction_flip,50,0.04
generation,balanced-projector-step25,shuffled_image,shape,generation_paired,50,0.0
generation,balanced-projector-step25,shuffled_image,shape,generation_sample,50,0.26
generation,balanced-projector-step25,shuffled_image,shape,prediction_flip,50,0.0
generation,balanced-projector-step25,shuffled_image,spatial,generation_paired,50,0.0
generation,balanced-projector-step25,shuffled_image,spatial,generation_sample,50,0.33
generation,balanced-projector-step25,shuffled_image,spatial,prediction_flip,50,0.0
generation,balanced-projector-step25,vision,overall,generation_paired,300,0.0
generation,balanced-projector-step25,vision,overall,generation_sample,300,0.13833333333333334
generation,balanced-projector-step25,vision,overall,prediction_flip,300,0.01
generation,balanced-projector-step25,vision,color,generation_paired,50,0.0
generation,balanced-projector-step25,vision,color,generation_sample,50,0.13
generation,balanced-projector-step25,vision,color,prediction_flip,50,0.06
generation,balanced-projector-step25,vision,coordinate,generation_paired,50,0.0
generation,balanced-projector-step25,vision,coordinate,generation_sample,50,0.0
generation,balanced-projector-step25,vision,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step25,vision,count,generation_paired,50,0.0
generation,balanced-projector-step25,vision,count,generation_sample,50,0.11
generation,balanced-projector-step25,vision,count,prediction_flip,50,0.0
generation,balanced-projector-step25,vision,ocr,generation_paired,50,0.0
generation,balanced-projector-step25,vision,ocr,generation_sample,50,0.0
generation,balanced-projector-step25,vision,ocr,prediction_flip,50,0.0
generation,balanced-projector-step25,vision,shape,generation_paired,50,0.0
generation,balanced-projector-step25,vision,shape,generation_sample,50,0.26
generation,balanced-projector-step25,vision,shape,prediction_flip,50,0.0
generation,balanced-projector-step25,vision,spatial,generation_paired,50,0.0
generation,balanced-projector-step25,vision,spatial,generation_sample,50,0.33
generation,balanced-projector-step25,vision,spatial,prediction_flip,50,0.0
generation,balanced-projector-step50,background_matched_aux,overall,generation_paired,300,0.05
generation,balanced-projector-step50,background_matched_aux,overall,generation_sample,300,0.20833333333333334
generation,balanced-projector-step50,background_matched_aux,overall,prediction_flip,300,0.17333333333333334
generation,balanced-projector-step50,background_matched_aux,color,generation_paired,50,0.04
generation,balanced-projector-step50,background_matched_aux,color,generation_sample,50,0.22
generation,balanced-projector-step50,background_matched_aux,color,prediction_flip,50,0.3
generation,balanced-projector-step50,background_matched_aux,coordinate,generation_paired,50,0.0
generation,balanced-projector-step50,background_matched_aux,coordinate,generation_sample,50,0.0
generation,balanced-projector-step50,background_matched_aux,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step50,background_matched_aux,count,generation_paired,50,0.0
generation,balanced-projector-step50,background_matched_aux,count,generation_sample,50,0.11
generation,balanced-projector-step50,background_matched_aux,count,prediction_flip,50,0.0
generation,balanced-projector-step50,background_matched_aux,ocr,generation_paired,50,0.0
generation,balanced-projector-step50,background_matched_aux,ocr,generation_sample,50,0.0
generation,balanced-projector-step50,background_matched_aux,ocr,prediction_flip,50,0.0
generation,balanced-projector-step50,background_matched_aux,shape,generation_paired,50,0.04
generation,balanced-projector-step50,background_matched_aux,shape,generation_sample,50,0.31
generation,balanced-projector-step50,background_matched_aux,shape,prediction_flip,50,0.52
generation,balanced-projector-step50,background_matched_aux,spatial,generation_paired,50,0.22
generation,balanced-projector-step50,background_matched_aux,spatial,generation_sample,50,0.61
generation,balanced-projector-step50,background_matched_aux,spatial,prediction_flip,50,0.22
generation,balanced-projector-step50,blind,overall,generation_paired,300,0.0
generation,balanced-projector-step50,blind,overall,generation_sample,300,0.0
generation,balanced-projector-step50,blind,overall,prediction_flip,300,0.0
generation,balanced-projector-step50,blind,color,generation_paired,50,0.0
generation,balanced-projector-step50,blind,color,generation_sample,50,0.0
generation,balanced-projector-step50,blind,color,prediction_flip,50,0.0
generation,balanced-projector-step50,blind,coordinate,generation_paired,50,0.0
generation,balanced-projector-step50,blind,coordinate,generation_sample,50,0.0
generation,balanced-projector-step50,blind,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step50,blind,count,generation_paired,50,0.0
generation,balanced-projector-step50,blind,count,generation_sample,50,0.0
generation,balanced-projector-step50,blind,count,prediction_flip,50,0.0
generation,balanced-projector-step50,blind,ocr,generation_paired,50,0.0
generation,balanced-projector-step50,blind,ocr,generation_sample,50,0.0
generation,balanced-projector-step50,blind,ocr,prediction_flip,50,0.0
generation,balanced-projector-step50,blind,shape,generation_paired,50,0.0
generation,balanced-projector-step50,blind,shape,generation_sample,50,0.0
generation,balanced-projector-step50,blind,shape,prediction_flip,50,0.0
generation,balanced-projector-step50,blind,spatial,generation_paired,50,0.0
generation,balanced-projector-step50,blind,spatial,generation_sample,50,0.0
generation,balanced-projector-step50,blind,spatial,prediction_flip,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,overall,generation_paired,300,0.03333333333333333
generation,balanced-projector-step50,paired_counterfactual_image,overall,generation_sample,300,0.225
generation,balanced-projector-step50,paired_counterfactual_image,overall,prediction_flip,300,0.13333333333333333
generation,balanced-projector-step50,paired_counterfactual_image,color,generation_paired,50,0.04
generation,balanced-projector-step50,paired_counterfactual_image,color,generation_sample,50,0.22
generation,balanced-projector-step50,paired_counterfactual_image,color,prediction_flip,50,0.28
generation,balanced-projector-step50,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,count,generation_paired,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,count,generation_sample,50,0.11
generation,balanced-projector-step50,paired_counterfactual_image,count,prediction_flip,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,ocr,prediction_flip,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,shape,generation_paired,50,0.16
generation,balanced-projector-step50,paired_counterfactual_image,shape,generation_sample,50,0.52
generation,balanced-projector-step50,paired_counterfactual_image,shape,prediction_flip,50,0.52
generation,balanced-projector-step50,paired_counterfactual_image,spatial,generation_paired,50,0.0
generation,balanced-projector-step50,paired_counterfactual_image,spatial,generation_sample,50,0.5
generation,balanced-projector-step50,paired_counterfactual_image,spatial,prediction_flip,50,0.0
generation,balanced-projector-step50,shuffled_image,overall,generation_paired,300,0.04
generation,balanced-projector-step50,shuffled_image,overall,generation_sample,300,0.17666666666666667
generation,balanced-projector-step50,shuffled_image,overall,prediction_flip,300,0.16
generation,balanced-projector-step50,shuffled_image,color,generation_paired,50,0.02
generation,balanced-projector-step50,shuffled_image,color,generation_sample,50,0.12
generation,balanced-projector-step50,shuffled_image,color,prediction_flip,50,0.3
generation,balanced-projector-step50,shuffled_image,coordinate,generation_paired,50,0.0
generation,balanced-projector-step50,shuffled_image,coordinate,generation_sample,50,0.0
generation,balanced-projector-step50,shuffled_image,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step50,shuffled_image,count,generation_paired,50,0.0
generation,balanced-projector-step50,shuffled_image,count,generation_sample,50,0.11
generation,balanced-projector-step50,shuffled_image,count,prediction_flip,50,0.0
generation,balanced-projector-step50,shuffled_image,ocr,generation_paired,50,0.0
generation,balanced-projector-step50,shuffled_image,ocr,generation_sample,50,0.0
generation,balanced-projector-step50,shuffled_image,ocr,prediction_flip,50,0.0
generation,balanced-projector-step50,shuffled_image,shape,generation_paired,50,0.0
generation,balanced-projector-step50,shuffled_image,shape,generation_sample,50,0.22
generation,balanced-projector-step50,shuffled_image,shape,prediction_flip,50,0.44
generation,balanced-projector-step50,shuffled_image,spatial,generation_paired,50,0.22
generation,balanced-projector-step50,shuffled_image,spatial,generation_sample,50,0.61
generation,balanced-projector-step50,shuffled_image,spatial,prediction_flip,50,0.22
generation,balanced-projector-step50,vision,overall,generation_paired,300,0.03333333333333333
generation,balanced-projector-step50,vision,overall,generation_sample,300,0.225
generation,balanced-projector-step50,vision,overall,prediction_flip,300,0.13333333333333333
generation,balanced-projector-step50,vision,color,generation_paired,50,0.04
generation,balanced-projector-step50,vision,color,generation_sample,50,0.22
generation,balanced-projector-step50,vision,color,prediction_flip,50,0.28
generation,balanced-projector-step50,vision,coordinate,generation_paired,50,0.0
generation,balanced-projector-step50,vision,coordinate,generation_sample,50,0.0
generation,balanced-projector-step50,vision,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step50,vision,count,generation_paired,50,0.0
generation,balanced-projector-step50,vision,count,generation_sample,50,0.11
generation,balanced-projector-step50,vision,count,prediction_flip,50,0.0
generation,balanced-projector-step50,vision,ocr,generation_paired,50,0.0
generation,balanced-projector-step50,vision,ocr,generation_sample,50,0.0
generation,balanced-projector-step50,vision,ocr,prediction_flip,50,0.0
generation,balanced-projector-step50,vision,shape,generation_paired,50,0.16
generation,balanced-projector-step50,vision,shape,generation_sample,50,0.52
generation,balanced-projector-step50,vision,shape,prediction_flip,50,0.52
generation,balanced-projector-step50,vision,spatial,generation_paired,50,0.0
generation,balanced-projector-step50,vision,spatial,generation_sample,50,0.5
generation,balanced-projector-step50,vision,spatial,prediction_flip,50,0.0
generation,balanced-projector-step100,background_matched_aux,overall,generation_paired,300,0.03333333333333333
generation,balanced-projector-step100,background_matched_aux,overall,generation_sample,300,0.205
generation,balanced-projector-step100,background_matched_aux,overall,prediction_flip,300,0.43
generation,balanced-projector-step100,background_matched_aux,color,generation_paired,50,0.04
generation,balanced-projector-step100,background_matched_aux,color,generation_sample,50,0.19
generation,balanced-projector-step100,background_matched_aux,color,prediction_flip,50,0.56
generation,balanced-projector-step100,background_matched_aux,coordinate,generation_paired,50,0.0
generation,balanced-projector-step100,background_matched_aux,coordinate,generation_sample,50,0.0
generation,balanced-projector-step100,background_matched_aux,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step100,background_matched_aux,count,generation_paired,50,0.0
generation,balanced-projector-step100,background_matched_aux,count,generation_sample,50,0.02
generation,balanced-projector-step100,background_matched_aux,count,prediction_flip,50,0.38
generation,balanced-projector-step100,background_matched_aux,ocr,generation_paired,50,0.0
generation,balanced-projector-step100,background_matched_aux,ocr,generation_sample,50,0.0
generation,balanced-projector-step100,background_matched_aux,ocr,prediction_flip,50,0.9
generation,balanced-projector-step100,background_matched_aux,shape,generation_paired,50,0.16
generation,balanced-projector-step100,background_matched_aux,shape,generation_sample,50,0.52
generation,balanced-projector-step100,background_matched_aux,shape,prediction_flip,50,0.74
generation,balanced-projector-step100,background_matched_aux,spatial,generation_paired,50,0.0
generation,balanced-projector-step100,background_matched_aux,spatial,generation_sample,50,0.5
generation,balanced-projector-step100,background_matched_aux,spatial,prediction_flip,50,0.0
generation,balanced-projector-step100,blind,overall,generation_paired,300,0.0
generation,balanced-projector-step100,blind,overall,generation_sample,300,0.0
generation,balanced-projector-step100,blind,overall,prediction_flip,300,0.0
generation,balanced-projector-step100,blind,color,generation_paired,50,0.0
generation,balanced-projector-step100,blind,color,generation_sample,50,0.0
generation,balanced-projector-step100,blind,color,prediction_flip,50,0.0
generation,balanced-projector-step100,blind,coordinate,generation_paired,50,0.0
generation,balanced-projector-step100,blind,coordinate,generation_sample,50,0.0
generation,balanced-projector-step100,blind,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step100,blind,count,generation_paired,50,0.0
generation,balanced-projector-step100,blind,count,generation_sample,50,0.0
generation,balanced-projector-step100,blind,count,prediction_flip,50,0.0
generation,balanced-projector-step100,blind,ocr,generation_paired,50,0.0
generation,balanced-projector-step100,blind,ocr,generation_sample,50,0.0
generation,balanced-projector-step100,blind,ocr,prediction_flip,50,0.0
generation,balanced-projector-step100,blind,shape,generation_paired,50,0.0
generation,balanced-projector-step100,blind,shape,generation_sample,50,0.0
generation,balanced-projector-step100,blind,shape,prediction_flip,50,0.0
generation,balanced-projector-step100,blind,spatial,generation_paired,50,0.0
generation,balanced-projector-step100,blind,spatial,generation_sample,50,0.0
generation,balanced-projector-step100,blind,spatial,prediction_flip,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,overall,generation_paired,300,0.06333333333333334
generation,balanced-projector-step100,paired_counterfactual_image,overall,generation_sample,300,0.21166666666666667
generation,balanced-projector-step100,paired_counterfactual_image,overall,prediction_flip,300,0.37
generation,balanced-projector-step100,paired_counterfactual_image,color,generation_paired,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,color,generation_sample,50,0.06
generation,balanced-projector-step100,paired_counterfactual_image,color,prediction_flip,50,0.22
generation,balanced-projector-step100,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,count,generation_paired,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,count,generation_sample,50,0.08
generation,balanced-projector-step100,paired_counterfactual_image,count,prediction_flip,50,0.3
generation,balanced-projector-step100,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,balanced-projector-step100,paired_counterfactual_image,ocr,prediction_flip,50,0.76
generation,balanced-projector-step100,paired_counterfactual_image,shape,generation_paired,50,0.16
generation,balanced-projector-step100,paired_counterfactual_image,shape,generation_sample,50,0.52
generation,balanced-projector-step100,paired_counterfactual_image,shape,prediction_flip,50,0.72
generation,balanced-projector-step100,paired_counterfactual_image,spatial,generation_paired,50,0.22
generation,balanced-projector-step100,paired_counterfactual_image,spatial,generation_sample,50,0.61
generation,balanced-projector-step100,paired_counterfactual_image,spatial,prediction_flip,50,0.22
generation,balanced-projector-step100,shuffled_image,overall,generation_paired,300,0.006666666666666667
generation,balanced-projector-step100,shuffled_image,overall,generation_sample,300,0.12
generation,balanced-projector-step100,shuffled_image,overall,prediction_flip,300,0.36
generation,balanced-projector-step100,shuffled_image,color,generation_paired,50,0.02
generation,balanced-projector-step100,shuffled_image,color,generation_sample,50,0.04
generation,balanced-projector-step100,shuffled_image,color,prediction_flip,50,0.16
generation,balanced-projector-step100,shuffled_image,coordinate,generation_paired,50,0.0
generation,balanced-projector-step100,shuffled_image,coordinate,generation_sample,50,0.0
generation,balanced-projector-step100,shuffled_image,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step100,shuffled_image,count,generation_paired,50,0.0
generation,balanced-projector-step100,shuffled_image,count,generation_sample,50,0.08
generation,balanced-projector-step100,shuffled_image,count,prediction_flip,50,0.4
generation,balanced-projector-step100,shuffled_image,ocr,generation_paired,50,0.0
generation,balanced-projector-step100,shuffled_image,ocr,generation_sample,50,0.0
generation,balanced-projector-step100,shuffled_image,ocr,prediction_flip,50,0.78
generation,balanced-projector-step100,shuffled_image,shape,generation_paired,50,0.02
generation,balanced-projector-step100,shuffled_image,shape,generation_sample,50,0.21
generation,balanced-projector-step100,shuffled_image,shape,prediction_flip,50,0.6
generation,balanced-projector-step100,shuffled_image,spatial,generation_paired,50,0.0
generation,balanced-projector-step100,shuffled_image,spatial,generation_sample,50,0.39
generation,balanced-projector-step100,shuffled_image,spatial,prediction_flip,50,0.22
generation,balanced-projector-step100,vision,overall,generation_paired,300,0.06333333333333334
generation,balanced-projector-step100,vision,overall,generation_sample,300,0.21166666666666667
generation,balanced-projector-step100,vision,overall,prediction_flip,300,0.37
generation,balanced-projector-step100,vision,color,generation_paired,50,0.0
generation,balanced-projector-step100,vision,color,generation_sample,50,0.06
generation,balanced-projector-step100,vision,color,prediction_flip,50,0.22
generation,balanced-projector-step100,vision,coordinate,generation_paired,50,0.0
generation,balanced-projector-step100,vision,coordinate,generation_sample,50,0.0
generation,balanced-projector-step100,vision,coordinate,prediction_flip,50,0.0
generation,balanced-projector-step100,vision,count,generation_paired,50,0.0
generation,balanced-projector-step100,vision,count,generation_sample,50,0.08
generation,balanced-projector-step100,vision,count,prediction_flip,50,0.3
generation,balanced-projector-step100,vision,ocr,generation_paired,50,0.0
generation,balanced-projector-step100,vision,ocr,generation_sample,50,0.0
generation,balanced-projector-step100,vision,ocr,prediction_flip,50,0.76
generation,balanced-projector-step100,vision,shape,generation_paired,50,0.16
generation,balanced-projector-step100,vision,shape,generation_sample,50,0.52
generation,balanced-projector-step100,vision,shape,prediction_flip,50,0.72
generation,balanced-projector-step100,vision,spatial,generation_paired,50,0.22
generation,balanced-projector-step100,vision,spatial,generation_sample,50,0.61
generation,balanced-projector-step100,vision,spatial,prediction_flip,50,0.22
