checkpoint,examples_seen,task,metric,a,b,denominator,mean_a,mean_b,mean_gap,ci95_low,ci95_high,a_only_better,b_only_better,equal,bootstrap_samples,seed
step-000500,4000,spatial,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362164
step-000500,4000,spatial,mean_margin,vision,same_image,200,-0.021359883248806,0.0,-0.021359883248806,-0.024860565662384034,-0.01777609497308731,0,200,0,2000,20362165
step-000500,4000,spatial,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362264
step-000500,4000,spatial,mean_margin,vision,shuffled_image,200,-0.021359883248806,-0.02722233533859253,0.0058624520897865295,-0.002262550741434097,0.014026206433773041,100,100,0,2000,20362265
step-000500,4000,spatial,paired_preference,vision,patch_permutation,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362364
step-000500,4000,spatial,mean_margin,vision,patch_permutation,200,-0.021359883248806,-0.002739739418029785,-0.018620143830776214,-0.03051627427339554,-0.006830076575279236,58,138,4,2000,20362365
step-000500,4000,spatial,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362464
step-000500,4000,spatial,mean_margin,vision,paired_counterfactual_image,200,-0.021359883248806,0.021359883248806,-0.042719766497612,-0.050282948911190034,-0.035844766497612,0,200,0,2000,20362465
step-000500,4000,spatial,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362564
step-000500,4000,spatial,mean_margin,vision,background_matched_aux,200,-0.021359883248806,-0.033786602318286896,0.012426719069480896,0.008356894850730896,0.01643257975578308,50,100,50,2000,20362565
step-001000,8000,overall,paired_preference,vision,blind,1200,0.005833333333333334,0.0,0.005833333333333334,0.0016666666666666668,0.010833333333333334,7,0,1193,2000,20362904
step-001000,8000,overall,mean_margin,vision,blind,1200,0.006445234641196237,0.0,0.006445234641196237,0.002113457935197017,0.01074724957997364,481,497,222,2000,20362905
step-001000,8000,overall,paired_preference,vision,blank,1200,0.005833333333333334,0.0,0.005833333333333334,0.0016666666666666668,0.010833333333333334,7,0,1193,2000,20363004
step-001000,8000,overall,mean_margin,vision,blank,1200,0.006445234641196237,0.0,0.006445234641196237,0.0023311409202833046,0.011162794238754685,481,497,222,2000,20363005
step-001000,8000,overall,paired_preference,vision,same_image,1200,0.005833333333333334,0.0,0.005833333333333334,0.0016666666666666668,0.010833333333333334,7,0,1193,2000,20363104
step-001000,8000,overall,mean_margin,vision,same_image,1200,0.006445234641196237,0.0,0.006445234641196237,0.00209611491551475,0.010938297137145017,481,497,222,2000,20363105
step-001000,8000,overall,paired_preference,vision,shuffled_image,1200,0.005833333333333334,0.005,0.0008333333333333334,-0.004166666666666667,0.005833333333333334,5,4,1191,2000,20363204
step-001000,8000,overall,mean_margin,vision,shuffled_image,1200,0.006445234641196237,-0.001003834423328207,0.007449069064524444,0.0011451645129256854,0.013973334512776804,517,504,179,2000,20363205
step-001000,8000,overall,paired_preference,vision,patch_permutation,1200,0.005833333333333334,0.006666666666666667,-0.0008333333333333334,-0.0075,0.005833333333333334,7,8,1185,2000,20363304
step-001000,8000,overall,mean_margin,vision,patch_permutation,1200,0.006445234641196237,0.007452754718325442,-0.0010075200771292043,-0.0075538747128513105,0.005357821477429261,533,547,120,2000,20363305
step-001000,8000,overall,paired_preference,vision,paired_counterfactual_image,1200,0.005833333333333334,0.0,0.005833333333333334,0.0016666666666666668,0.010833333333333334,7,0,1193,2000,20363404
step-001000,8000,overall,mean_margin,vision,paired_counterfactual_image,1200,0.006445234641196237,-0.006445234641196237,0.012890469282392474,0.004267631559854462,0.022353602769828975,481,497,222,2000,20363405
step-001000,8000,overall,paired_preference,vision,background_matched_aux,1200,0.005833333333333334,0.005,0.0008333333333333334,-0.005,0.006666666666666667,7,6,1187,2000,20363504
step-001000,8000,overall,mean_margin,vision,background_matched_aux,1200,0.006445234641196237,0.023610361490694304,-0.017165126849498065,-0.019611073799313056,-0.01464729986115108,349,667,184,2000,20363505
step-001000,8000,color,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362914
step-001000,8000,color,mean_margin,vision,blind,200,0.01328125,0.0,0.01328125,0.00953125,0.016875,96,28,76,2000,20362915
step-001000,8000,color,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363014
step-001000,8000,color,mean_margin,vision,blank,200,0.01328125,0.0,0.01328125,0.00953125,0.016875,96,28,76,2000,20363015
step-001000,8000,color,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363114
step-001000,8000,color,mean_margin,vision,same_image,200,0.01328125,0.0,0.01328125,0.0096875,0.01671875,96,28,76,2000,20363115
step-001000,8000,color,paired_preference,vision,shuffled_image,200,0.0,0.005,-0.005,-0.015,0.0,0,1,199,2000,20363214
step-001000,8000,color,mean_margin,vision,shuffled_image,200,0.01328125,-0.0009375,0.01421875,0.0090625,0.01921875,106,42,52,2000,20363215
step-001000,8000,color,paired_preference,vision,patch_permutation,200,0.0,0.01,-0.01,-0.025,0.0,0,2,198,2000,20363314
step-001000,8000,color,mean_margin,vision,patch_permutation,200,0.01328125,0.012031249403953552,0.0012500005960464477,-0.009218749701976775,0.011875001192092895,87,80,33,2000,20363315
step-001000,8000,color,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363414
step-001000,8000,color,mean_margin,vision,paired_counterfactual_image,200,0.01328125,-0.01328125,0.0265625,0.0190625,0.03375,96,28,76,2000,20363415
step-001000,8000,color,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363514
step-001000,8000,color,mean_margin,vision,background_matched_aux,200,0.01328125,0.0125,0.00078125,-0.00359375,0.005,63,51,86,2000,20363515
step-001000,8000,coordinate,paired_preference,vision,blind,200,0.035,0.0,0.035,0.01,0.06,7,0,193,2000,20362924
step-001000,8000,coordinate,mean_margin,vision,blind,200,-0.005395808219909668,0.0,-0.005395808219909668,-0.008803623914718627,-0.002280712127685547,98,100,2,2000,20362925
step-001000,8000,coordinate,paired_preference,vision,blank,200,0.035,0.0,0.035,0.015,0.06,7,0,193,2000,20363024
step-001000,8000,coordinate,mean_margin,vision,blank,200,-0.005395808219909668,0.0,-0.005395808219909668,-0.008693654537200928,-0.0022448039054870604,98,100,2,2000,20363025
step-001000,8000,coordinate,paired_preference,vision,same_image,200,0.035,0.0,0.035,0.01,0.06,7,0,193,2000,20363124
step-001000,8000,coordinate,mean_margin,vision,same_image,200,-0.005395808219909668,0.0,-0.005395808219909668,-0.00861376166343689,-0.0023424816131591797,98,100,2,2000,20363125
step-001000,8000,coordinate,paired_preference,vision,shuffled_image,200,0.035,0.02,0.015,-0.01,0.04,5,2,193,2000,20363224
step-001000,8000,coordinate,mean_margin,vision,shuffled_image,200,-0.005395808219909668,0.002044872045516968,-0.007440680265426635,-0.01183077335357666,-0.003206871747970581,89,103,8,2000,20363225
step-001000,8000,coordinate,paired_preference,vision,patch_permutation,200,0.035,0.025,0.01,-0.02,0.045,7,5,188,2000,20363324
step-001000,8000,coordinate,mean_margin,vision,patch_permutation,200,-0.005395808219909668,0.01064276933670044,-0.016038577556610107,-0.02731446862220764,-0.0032351410388946535,85,114,1,2000,20363325
step-001000,8000,coordinate,paired_preference,vision,paired_counterfactual_image,200,0.035,0.0,0.035,0.01,0.06,7,0,193,2000,20363424
step-001000,8000,coordinate,mean_margin,vision,paired_counterfactual_image,200,-0.005395808219909668,0.005395808219909668,-0.010791616439819336,-0.017131245136260985,-0.004429805278778076,98,100,2,2000,20363425
step-001000,8000,coordinate,paired_preference,vision,background_matched_aux,200,0.035,0.03,0.005,-0.03,0.04,7,6,187,2000,20363524
step-001000,8000,coordinate,mean_margin,vision,background_matched_aux,200,-0.005395808219909668,0.0004329335689544678,-0.005828741788864136,-0.010106478929519653,-0.0016135013103485108,97,96,7,2000,20363525
step-001000,8000,count,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362934
step-001000,8000,count,mean_margin,vision,blind,200,-0.0029687421023845673,0.0,-0.0029687421023845673,-0.005781239867210388,-0.0004687410593032837,50,57,93,2000,20362935
step-001000,8000,count,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363034
step-001000,8000,count,mean_margin,vision,blank,200,-0.0029687421023845673,0.0,-0.0029687421023845673,-0.005624992847442627,-0.00031249046325683595,50,57,93,2000,20363035
step-001000,8000,count,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363134
step-001000,8000,count,mean_margin,vision,same_image,200,-0.0029687421023845673,0.0,-0.0029687421023845673,-0.005624994337558746,-0.0003124924004077911,50,57,93,2000,20363135
step-001000,8000,count,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363234
step-001000,8000,count,mean_margin,vision,shuffled_image,200,-0.0029687421023845673,-0.00140625,-0.0015624921023845674,-0.005468742698431015,0.0023437561094760894,67,73,60,2000,20363235
step-001000,8000,count,paired_preference,vision,patch_permutation,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363334
step-001000,8000,count,mean_margin,vision,patch_permutation,200,-0.0029687421023845673,0.0014062517881393434,-0.0043749938905239105,-0.007812496721744538,-0.000937492847442627,61,70,69,2000,20363335
step-001000,8000,count,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363434
step-001000,8000,count,mean_margin,vision,paired_counterfactual_image,200,-0.0029687421023845673,0.0029687421023845673,-0.005937484204769135,-0.011249986290931702,-0.0009374794363975525,50,57,93,2000,20363435
step-001000,8000,count,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363534
step-001000,8000,count,mean_margin,vision,background_matched_aux,200,-0.0029687421023845673,0.0006250040233135223,-0.0035937461256980896,-0.007031242996454239,-0.00015624552965164183,47,69,84,2000,20363535
step-001000,8000,ocr,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362944
step-001000,8000,ocr,mean_margin,vision,blind,200,-0.003527420611608587,0.0,-0.003527420611608587,-0.007663904190063464,0.0006452734470367361,91,108,1,2000,20362945
step-001000,8000,ocr,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363044
step-001000,8000,ocr,mean_margin,vision,blank,200,-0.003527420611608587,0.0,-0.003527420611608587,-0.007874276002248107,0.0005714111101059649,91,108,1,2000,20363045
step-001000,8000,ocr,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363144
step-001000,8000,ocr,mean_margin,vision,same_image,200,-0.003527420611608587,0.0,-0.003527420611608587,-0.007803236109869796,0.00045173014913286514,91,108,1,2000,20363145
step-001000,8000,ocr,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363244
step-001000,8000,ocr,mean_margin,vision,shuffled_image,200,-0.003527420611608587,-0.0014998962992713817,-0.0020275243123372057,-0.007821856600897636,0.0034629068147568874,102,98,0,2000,20363245
step-001000,8000,ocr,paired_preference,vision,patch_permutation,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363344
step-001000,8000,ocr,mean_margin,vision,patch_permutation,200,-0.003527420611608587,-0.01648849663280305,0.012961076021194465,0.003195712134951637,0.023612838472638797,112,88,0,2000,20363345
step-001000,8000,ocr,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363444
step-001000,8000,ocr,mean_margin,vision,paired_counterfactual_image,200,-0.003527420611608587,0.003527420611608587,-0.007054841223217174,-0.01527296956380202,0.000894004027048767,91,108,1,2000,20363445
step-001000,8000,ocr,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363544
step-001000,8000,ocr,mean_margin,vision,background_matched_aux,200,-0.003527420611608587,-0.003601905709221248,7.448509761266097e-05,-0.003294538793109718,0.0037261443592253086,95,105,0,2000,20363545
step-001000,8000,shape,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362954
step-001000,8000,shape,mean_margin,vision,blind,200,0.06031248062849045,0.0,0.06031248062849045,0.038593734800815585,0.08421872794628144,96,104,0,2000,20362955
step-001000,8000,shape,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363054
step-001000,8000,shape,mean_margin,vision,blank,200,0.06031248062849045,0.0,0.06031248062849045,0.0378124862909317,0.08468747645616531,96,104,0,2000,20363055
step-001000,8000,shape,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363154
step-001000,8000,shape,mean_margin,vision,same_image,200,0.06031248062849045,0.0,0.06031248062849045,0.0381249812245369,0.08312497586011887,96,104,0,2000,20363155
step-001000,8000,shape,paired_preference,vision,shuffled_image,200,0.0,0.005,-0.005,-0.015,0.0,0,1,199,2000,20363254
step-001000,8000,shape,mean_margin,vision,shuffled_image,200,0.06031248062849045,-0.027343752682209014,0.08765623331069947,0.053593730032444,0.12437497824430466,103,88,9,2000,20363255
step-001000,8000,shape,paired_preference,vision,patch_permutation,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363354
step-001000,8000,shape,mean_margin,vision,patch_permutation,200,0.06031248062849045,0.042499997913837434,0.017812482714653015,-0.007812516391277313,0.04499997138977051,107,80,13,2000,20363355
step-001000,8000,shape,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363454
step-001000,8000,shape,mean_margin,vision,paired_counterfactual_image,200,0.06031248062849045,-0.06031248062849045,0.1206249612569809,0.076562460064888,0.16593746840953827,96,104,0,2000,20363455
step-001000,8000,shape,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363554
step-001000,8000,shape,mean_margin,vision,background_matched_aux,200,0.06031248062849045,0.10500003755092621,-0.04468755692243576,-0.054062556326389316,-0.034843802750110626,47,146,7,2000,20363555
step-001000,8000,spatial,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20362964
step-001000,8000,spatial,mean_margin,vision,blind,200,-0.023030351847410202,0.0,-0.023030351847410202,-0.0288848914206028,-0.017175811529159545,50,100,50,2000,20362965
step-001000,8000,spatial,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363064
step-001000,8000,spatial,mean_margin,vision,blank,200,-0.023030351847410202,0.0,-0.023030351847410202,-0.028753071501851083,-0.017340204790234567,50,100,50,2000,20363065
step-001000,8000,spatial,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363164
step-001000,8000,spatial,mean_margin,vision,same_image,200,-0.023030351847410202,0.0,-0.023030351847410202,-0.028507246524095534,-0.017389063909649848,50,100,50,2000,20363165
step-001000,8000,spatial,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363264
step-001000,8000,spatial,mean_margin,vision,shuffled_image,200,-0.023030351847410202,0.023119520395994186,-0.04614987224340439,-0.058256921619176866,-0.03472583428025246,50,100,50,2000,20363265
step-001000,8000,spatial,paired_preference,vision,patch_permutation,200,0.0,0.005,-0.005,-0.015,0.0,0,1,199,2000,20363364
step-001000,8000,spatial,mean_margin,vision,patch_permutation,200,-0.023030351847410202,-0.0053752434998750685,-0.017655108347535132,-0.03978459343314171,0.005186969786882401,81,115,4,2000,20363365
step-001000,8000,spatial,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363464
step-001000,8000,spatial,mean_margin,vision,paired_counterfactual_image,200,-0.023030351847410202,0.023030351847410202,-0.046060703694820404,-0.05691371619701385,-0.034055408388376236,50,100,50,2000,20363465
step-001000,8000,spatial,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363564
step-001000,8000,spatial,mean_margin,vision,background_matched_aux,200,-0.023030351847410202,0.02670609951019287,-0.04973645135760307,-0.05254443652927875,-0.046417925879359244,0,200,0,2000,20363565
step-001500,12000,overall,paired_preference,vision,blind,1200,0.021666666666666667,0.0,0.021666666666666667,0.013333333333333334,0.03,26,0,1174,2000,20363904
step-001500,12000,overall,mean_margin,vision,blind,1200,0.017687294908459227,0.0,0.017687294908459227,0.012631279868620735,0.023119260694417696,600,389,211,2000,20363905
step-001500,12000,overall,paired_preference,vision,blank,1200,0.021666666666666667,0.0,0.021666666666666667,0.014166666666666666,0.03,26,0,1174,2000,20364004
step-001500,12000,overall,mean_margin,vision,blank,1200,0.017687294908459227,0.0,0.017687294908459227,0.012376967003184651,0.023165737170785197,600,389,211,2000,20364005
step-001500,12000,overall,paired_preference,vision,same_image,1200,0.021666666666666667,0.0,0.021666666666666667,0.014166666666666666,0.03,26,0,1174,2000,20364104
step-001500,12000,overall,mean_margin,vision,same_image,1200,0.017687294908459227,0.0,0.017687294908459227,0.012425274817953035,0.022747074131336482,600,389,211,2000,20364105
step-001500,12000,overall,paired_preference,vision,shuffled_image,1200,0.021666666666666667,0.0025,0.019166666666666665,0.011666666666666667,0.0275,23,0,1177,2000,20364204
step-001500,12000,overall,mean_margin,vision,shuffled_image,1200,0.017687294908459227,-0.008209860454712595,0.025897155363171824,0.01801032679043119,0.03413006880240782,633,477,90,2000,20364205
step-001500,12000,overall,paired_preference,vision,patch_permutation,1200,0.021666666666666667,0.005,0.016666666666666666,0.0075,0.025833333333333333,26,6,1168,2000,20364304
step-001500,12000,overall,mean_margin,vision,patch_permutation,1200,0.017687294908459227,-0.003392716131986136,0.021080011040445365,0.01058596363663674,0.03171498692449597,607,518,75,2000,20364305
step-001500,12000,overall,paired_preference,vision,paired_counterfactual_image,1200,0.021666666666666667,0.04416666666666667,-0.0225,-0.0375,-0.008333333333333333,26,53,1121,2000,20364404
step-001500,12000,overall,mean_margin,vision,paired_counterfactual_image,1200,0.017687294908459227,-0.017687294908459227,0.035374589816918454,0.0247171451177389,0.04589890994060608,600,389,211,2000,20364405
step-001500,12000,overall,paired_preference,vision,background_matched_aux,1200,0.021666666666666667,0.0225,-0.0008333333333333334,-0.006666666666666667,0.004166666666666667,5,6,1189,2000,20364504
step-001500,12000,overall,mean_margin,vision,background_matched_aux,1200,0.017687294908459227,0.03579688713238353,-0.018109592223924303,-0.02072448725631786,-0.015671262147289415,353,702,145,2000,20364505
step-001500,12000,color,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363914
step-001500,12000,color,mean_margin,vision,blind,200,0.012968751192092896,0.0,0.012968751192092896,0.009062500894069672,0.017187500596046446,99,28,73,2000,20363915
step-001500,12000,color,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364014
step-001500,12000,color,mean_margin,vision,blank,200,0.012968751192092896,0.0,0.012968751192092896,0.008906251192092896,0.01703125089406967,99,28,73,2000,20364015
step-001500,12000,color,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364114
step-001500,12000,color,mean_margin,vision,same_image,200,0.012968751192092896,0.0,0.012968751192092896,0.008906250596046448,0.017031251788139343,99,28,73,2000,20364115
step-001500,12000,color,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364214
step-001500,12000,color,mean_margin,vision,shuffled_image,200,0.012968751192092896,-0.0018749994039535523,0.014843750596046448,0.008906250596046448,0.020781249701976777,116,54,30,2000,20364215
step-001500,12000,color,paired_preference,vision,patch_permutation,200,0.0,0.02,-0.02,-0.04,-0.005,0,4,196,2000,20364314
step-001500,12000,color,mean_margin,vision,patch_permutation,200,0.012968751192092896,0.013437498807907105,-0.00046874761581420897,-0.014374999701976776,0.013593757450580597,85,97,18,2000,20364315
step-001500,12000,color,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364414
step-001500,12000,color,mean_margin,vision,paired_counterfactual_image,200,0.012968751192092896,-0.012968751192092896,0.025937502384185792,0.01718750238418579,0.034062503576278685,99,28,73,2000,20364415
step-001500,12000,color,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364514
step-001500,12000,color,mean_margin,vision,background_matched_aux,200,0.012968751192092896,0.021562503576278688,-0.00859375238418579,-0.01437500536441803,-0.0025000059604644775,59,95,46,2000,20364515
step-001500,12000,coordinate,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363924
step-001500,12000,coordinate,mean_margin,vision,blind,200,-0.006257575750350952,0.0,-0.006257575750350952,-0.009797154664993287,-0.002746690511703491,93,92,15,2000,20363925
step-001500,12000,coordinate,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364024
step-001500,12000,coordinate,mean_margin,vision,blank,200,-0.006257575750350952,0.0,-0.006257575750350952,-0.00971888542175293,-0.0029810357093811037,93,92,15,2000,20364025
step-001500,12000,coordinate,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364124
step-001500,12000,coordinate,mean_margin,vision,same_image,200,-0.006257575750350952,0.0,-0.006257575750350952,-0.009848647117614746,-0.00271095871925354,93,92,15,2000,20364125
step-001500,12000,coordinate,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364224
step-001500,12000,coordinate,mean_margin,vision,shuffled_image,200,-0.006257575750350952,0.00093794584274292,-0.0071955215930938725,-0.012571237087249755,-0.0021307849884033203,90,100,10,2000,20364225
step-001500,12000,coordinate,paired_preference,vision,patch_permutation,200,0.0,0.005,-0.005,-0.015,0.0,0,1,199,2000,20364324
step-001500,12000,coordinate,mean_margin,vision,patch_permutation,200,-0.006257575750350952,-0.013180611133575439,0.006923035383224487,-0.006827290058135986,0.021161775588989257,105,94,1,2000,20364325
step-001500,12000,coordinate,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364424
step-001500,12000,coordinate,mean_margin,vision,paired_counterfactual_image,200,-0.006257575750350952,0.006257575750350952,-0.012515151500701904,-0.01914639472961426,-0.005498631000518799,93,92,15,2000,20364425
step-001500,12000,coordinate,paired_preference,vision,background_matched_aux,200,0.0,0.03,-0.03,-0.055,-0.01,0,6,194,2000,20364524
step-001500,12000,coordinate,mean_margin,vision,background_matched_aux,200,-0.006257575750350952,0.009200754165649415,-0.015458329916000366,-0.02025482654571533,-0.010384659767150878,76,117,7,2000,20364525
step-001500,12000,count,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363934
step-001500,12000,count,mean_margin,vision,blind,200,0.0057812540233135225,0.0,0.0057812540233135225,0.003125001490116119,0.008593751341104508,85,42,73,2000,20363935
step-001500,12000,count,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364034
step-001500,12000,count,mean_margin,vision,blank,200,0.0057812540233135225,0.0,0.0057812540233135225,0.003125001937150955,0.008593752980232239,85,42,73,2000,20364035
step-001500,12000,count,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364134
step-001500,12000,count,mean_margin,vision,same_image,200,0.0057812540233135225,0.0,0.0057812540233135225,0.002968754917383194,0.008437501937150956,85,42,73,2000,20364135
step-001500,12000,count,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364234
step-001500,12000,count,mean_margin,vision,shuffled_image,200,0.0057812540233135225,0.0023437485098838804,0.0034375055134296417,-0.00046874210238456726,0.007500003278255463,89,65,46,2000,20364235
step-001500,12000,count,paired_preference,vision,patch_permutation,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364334
step-001500,12000,count,mean_margin,vision,patch_permutation,200,0.0057812540233135225,0.0015624977648258209,0.0042187562584877015,-0.0007812406122684478,0.009375003427267074,91,67,42,2000,20364335
step-001500,12000,count,paired_preference,vision,paired_counterfactual_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364434
step-001500,12000,count,mean_margin,vision,paired_counterfactual_image,200,0.0057812540233135225,-0.0057812540233135225,0.011562508046627045,0.006250004470348358,0.016875011920928953,85,42,73,2000,20364435
step-001500,12000,count,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364534
step-001500,12000,count,mean_margin,vision,background_matched_aux,200,0.0057812540233135225,0.0018749970197677612,0.003906257003545761,-0.00015624836087226867,0.007968753427267074,88,57,55,2000,20364535
step-001500,12000,ocr,paired_preference,vision,blind,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20363944
step-001500,12000,ocr,mean_margin,vision,blind,200,0.001912658680053002,0.0,0.001912658680053002,-0.003249870913369296,0.006700397684460645,106,94,0,2000,20363945
step-001500,12000,ocr,paired_preference,vision,blank,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364044
step-001500,12000,ocr,mean_margin,vision,blank,200,0.001912658680053002,0.0,0.001912658680053002,-0.0033012748445783147,0.007033946979613589,106,94,0,2000,20364045
step-001500,12000,ocr,paired_preference,vision,same_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364144
step-001500,12000,ocr,mean_margin,vision,same_image,200,0.001912658680053002,0.0,0.001912658680053002,-0.0030999587603977486,0.007002332551138782,106,94,0,2000,20364145
step-001500,12000,ocr,paired_preference,vision,shuffled_image,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364244
step-001500,12000,ocr,mean_margin,vision,shuffled_image,200,0.001912658680053002,-0.0015519225937979575,0.0034645812738509597,-0.003931798253740563,0.010931344054994165,103,97,0,2000,20364245
step-001500,12000,ocr,paired_preference,vision,patch_permutation,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364344
step-001500,12000,ocr,mean_margin,vision,patch_permutation,200,0.001912658680053002,-0.022471702291851966,0.024384360971904967,0.008594755331675214,0.041143694559733116,114,86,0,2000,20364345
step-001500,12000,ocr,paired_preference,vision,paired_counterfactual_image,200,0.0,0.015,-0.015,-0.035,0.0,0,3,197,2000,20364444
step-001500,12000,ocr,mean_margin,vision,paired_counterfactual_image,200,0.001912658680053002,-0.001912658680053002,0.003825317360106004,-0.0066736607097443845,0.014181670915512829,106,94,0,2000,20364445
step-001500,12000,ocr,paired_preference,vision,background_matched_aux,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20364544
step-001500,12000,ocr,mean_margin,vision,background_matched_aux,200,0.001912658680053002,0.00398840011869159,-0.0020757414386385876,-0.006088714781261649,0.0019124065353757103,95,105,0,2000,20364545
step-001500,12000,shape,paired_preference,vision,blind,200,0.13,0.0,0.13,0.09,0.175,26,0,174,2000,20363954
step-001500,12000,shape,mean_margin,vision,blind,200,0.1329687276482582,0.0,0.1329687276482582,0.11015623450279236,0.1578124752640724,167,33,0,2000,20363955
step-001500,12000,shape,paired_preference,vision,blank,200,0.13,0.0,0.13,0.085,0.175,26,0,174,2000,20364054
step-001500,12000,shape,mean_margin,vision,blank,200,0.1329687276482582,0.0,0.1329687276482582,0.1103124776482582,0.1562499761581421,167,33,0,2000,20364055
step-001500,12000,shape,paired_preference,vision,same_image,200,0.13,0.0,0.13,0.085,0.18,26,0,174,2000,20364154
step-001500,12000,shape,mean_margin,vision,same_image,200,0.1329687276482582,0.0,0.1329687276482582,0.11062498182058335,0.15656247079372407,167,33,0,2000,20364155
